,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
CDH1,-0.13585317,-0.06842146,0.21939136,0.059695724,-0.31258446,-0.35995734,0.12974119,0.25505418,0.28080228,-0.1689165,-0.077430874,-0.25080526,0.24685612,0.24007776,-0.24406025,0.40405735,0.20887567,-0.035802722,0.22727829,0.31848907,-0.07174632,0.021747407,0.31209546,0.34438372,0.18127587,-0.29633003,0.2993533,-0.229916,-0.16146484,0.15643457,-0.26078835,-0.37159753,0.20702899,0.25854623,-0.3851884,-0.06033941,-0.20640036,0.34928071,-0.087658405,0.40223527,-0.3662727,0.2558825,0.3235346,0.20444864,0.2017872,0.2903036,-0.31322518,0.2892478,0.06239653,-0.2065437,-0.2687484,-0.31789124,0.13593161,-0.057154633,-0.27273437,0.0895653,-0.17385578,0.16298957,-0.1762824,0.31393296,0.02585833,0.054812163,0.25061747,-0.2890521
PBRM1,-0.14290385,-0.07718654,0.22144438,0.06527434,-0.3165003,-0.373209,0.12500553,0.25596458,0.28854176,-0.17471227,-0.07268377,-0.26260304,0.2513591,0.24512109,-0.24785975,0.4214296,0.21030998,0.05171955,0.22590175,0.3230337,-0.084597215,-0.05890702,0.31280577,0.34794813,0.17896283,-0.30500633,0.30463523,-0.23071107,-0.16536514,0.15844595,-0.25408462,-0.3716603,0.21169965,0.26270524,-0.39465183,-0.05696842,-0.2111879,0.35897714,-0.08894312,0.41000417,-0.37636602,0.2587541,0.3376071,0.20892677,0.19953996,0.300428,-0.31408972,0.2951913,0.071334094,-0.20830834,-0.27362958,-0.3205741,0.13561139,-0.05319833,-0.2740286,0.091700524,-0.17775726,0.15778348,-0.18021536,0.32012588,-0.015398298,0.055031724,0.2533483,-0.2990945
PAK5,-0.13658471,-0.07160098,0.21925694,0.06304257,-0.31506014,-0.36202574,0.123197295,0.25071335,0.2814931,-0.1726419,-0.0715241,-0.2567,0.24501824,0.23737463,-0.23999248,0.40934616,0.205532,0.027079806,0.21863712,0.32068005,-0.084881276,-0.054516833,0.30857724,0.345744,0.17327973,-0.29708236,0.30045775,-0.22662061,-0.15986927,0.154073,-0.2525215,-0.3710706,0.21095662,0.2585126,-0.38860506,-0.057652503,-0.2054144,0.349464,-0.08188481,0.40394658,-0.36667305,0.25578678,0.3263955,0.20778868,0.19662058,0.29099965,-0.31464913,0.28961983,0.06724024,-0.2072035,-0.26936418,-0.31478658,0.13406286,-0.044461057,-0.2726236,0.08963397,-0.1728467,0.15713017,-0.1729312,0.31756124,0.00054996274,0.051704735,0.2440139,-0.29190105
FGFR2,-0.13024649,-0.06697283,0.20933829,0.059784397,-0.30681688,-0.34991446,0.119851135,0.2473971,0.2735739,-0.16648164,-0.068910465,-0.24798536,0.23997167,0.23180127,-0.23430797,0.39940536,0.20038201,0.0077208504,0.21561243,0.3121653,-0.077990755,-0.038168818,0.29965556,0.33509246,0.1691348,-0.28627878,0.2913491,-0.21957266,-0.15637574,0.14971028,-0.24512929,-0.36137527,0.20218325,0.25154144,-0.37906548,-0.054085013,-0.1990643,0.33713663,-0.07860236,0.39667782,-0.35703713,0.2482668,0.31338495,0.2000725,0.19440052,0.2817679,-0.3068372,0.2804698,0.064276524,-0.19943981,-0.26143497,-0.3072275,0.12613913,-0.0464094,-0.26254517,0.087988116,-0.1658093,0.15410209,-0.17134228,0.31017196,0.004570673,0.05105745,0.23874456,-0.28208798
PLK2,-0.14274058,-0.07803974,0.21642625,0.063915715,-0.31161687,-0.3682912,0.12089647,0.25253826,0.28436527,-0.17309391,-0.0706044,-0.25873244,0.24847303,0.24116093,-0.24260369,0.41865945,0.20741832,0.06102755,0.22241801,0.31969148,-0.08406893,-0.06959601,0.3080601,0.34201607,0.17761326,-0.2977853,0.30006993,-0.22852391,-0.16203499,0.15635385,-0.25017825,-0.36411366,0.20648658,0.25935194,-0.39162928,-0.055557944,-0.20865864,0.35239694,-0.08892971,0.40706766,-0.36933213,0.25457665,0.3310144,0.20451146,0.19873874,0.29648292,-0.30794826,0.29231036,0.07356924,-0.20467567,-0.27008563,-0.3173043,0.1316591,-0.05311555,-0.2698901,0.09243293,-0.17658034,0.15467928,-0.17786162,0.3160889,-0.02068181,0.05550134,0.24982424,-0.29595354
EPHB1,-0.14233911,-0.07560128,0.2319439,0.066535324,-0.33057296,-0.37971014,0.12784198,0.25911546,0.29498065,-0.18119715,-0.07431015,-0.2708641,0.2545006,0.24805611,-0.25006396,0.42544365,0.21326295,0.053476267,0.22934045,0.3294353,-0.08820067,-0.068590924,0.32321382,0.36036032,0.18001343,-0.3165831,0.31091446,-0.2348124,-0.16483825,0.15813206,-0.26269975,-0.38537496,0.21928686,0.26724738,-0.4032616,-0.061745714,-0.21368574,0.3668505,-0.085890114,0.41633946,-0.3839126,0.26849207,0.34708667,0.21731345,0.19936664,0.30138195,-0.32656524,0.30034587,0.06838101,-0.21825269,-0.28217384,-0.32806823,0.1438947,-0.044941425,-0.2851007,0.09115473,-0.18031032,0.16348663,-0.17873365,0.3264425,-0.009897573,0.05157102,0.25525194,-0.30694723
TSC2,-0.14141989,-0.07291342,0.23169589,0.06587307,-0.3315026,-0.3797325,0.12904365,0.25621974,0.29178476,-0.18044378,-0.07815177,-0.2684588,0.25380906,0.24826257,-0.25043353,0.42408496,0.2137735,0.04128938,0.231554,0.33020627,-0.086960346,-0.06149576,0.32329732,0.35895985,0.17945632,-0.31807745,0.31128705,-0.23516223,-0.16488232,0.15610468,-0.26234588,-0.3831611,0.2193148,0.26666316,-0.4040355,-0.06282221,-0.21153896,0.36739933,-0.08660881,0.41574246,-0.38459003,0.2687172,0.34597543,0.21932143,0.19812095,0.30032828,-0.32488054,0.3012102,0.06834971,-0.21968234,-0.28151017,-0.3289212,0.14548613,-0.044098005,-0.28542542,0.09119791,-0.1777634,0.16044866,-0.17693788,0.32664546,-0.0019778572,0.049120456,0.25525376,-0.30764627
PIK3CG,-0.14017837,-0.07854978,0.21471253,0.06518602,-0.307779,-0.3622993,0.12457461,0.25315422,0.2818861,-0.16935903,-0.06697871,-0.25465387,0.24685362,0.2404958,-0.24394076,0.41220248,0.20716986,0.077583686,0.22233903,0.31549636,-0.080587566,-0.08195943,0.30527818,0.3381886,0.17644954,-0.29513583,0.29482365,-0.22529861,-0.16134204,0.15534711,-0.24896288,-0.36267814,0.20472226,0.25894502,-0.38581026,-0.053727943,-0.20697421,0.35126317,-0.087994695,0.4007694,-0.36703074,0.25240898,0.32667053,0.20164704,0.19743548,0.29431766,-0.30548126,0.28840968,0.069816,-0.20173654,-0.26677245,-0.31313992,0.1303085,-0.056452036,-0.26632196,0.09020508,-0.17378896,0.15608183,-0.17964646,0.3129196,-0.036309894,0.0563194,0.24768092,-0.2920405
FOXA1,-0.13458689,-0.06763726,0.2279374,0.06053269,-0.31797728,-0.37412328,0.10154366,0.25712866,0.2901504,-0.17710638,-0.08513355,-0.2639693,0.24108475,0.22607623,-0.23328179,0.41055915,0.19882543,-0.103415474,0.21625851,0.32205588,-0.106870495,0.029772896,0.3181709,0.35439664,0.16419773,-0.30333197,0.30549553,-0.23045963,-0.16242604,0.14477514,-0.25750914,-0.38116932,0.20979506,0.2638278,-0.39058727,-0.06902997,-0.19922844,0.35414672,-0.07406812,0.41092443,-0.37467104,0.26168293,0.34644693,0.2084769,0.19004637,0.29086176,-0.31713548,0.29326418,0.07147973,-0.20464233,-0.27837974,-0.32457143,0.13555285,-0.015496248,-0.28557113,0.07849747,-0.17933118,0.15246384,-0.16298194,0.3178917,0.09618605,0.04325728,0.25098312,-0.29508823
RASA1,-0.1354029,-0.07213765,0.21672969,0.063048854,-0.31265518,-0.3584687,0.12325406,0.2500312,0.2791402,-0.17036408,-0.068992466,-0.25329086,0.24349625,0.23657729,-0.23918015,0.4061833,0.20549592,0.03976933,0.2186988,0.3178733,-0.08068502,-0.06253419,0.30578402,0.3420057,0.17440891,-0.29384738,0.29692316,-0.22439703,-0.15862934,0.15312403,-0.25118262,-0.36883777,0.20948091,0.25617003,-0.38511553,-0.056119137,-0.20534737,0.34613946,-0.08167165,0.40077683,-0.36362052,0.2535173,0.32152238,0.20489222,0.19729888,0.28899866,-0.3120408,0.28816366,0.06604132,-0.20387566,-0.2671278,-0.3130633,0.13064943,-0.0480519,-0.2693931,0.090225175,-0.17196685,0.15788479,-0.17382334,0.3156152,-0.012033798,0.05277264,0.24279603,-0.28917107
CIC,-0.15051791,-0.084743574,0.23262686,0.069942825,-0.32284147,-0.38829917,0.122279555,0.26793337,0.30427444,-0.1828797,-0.078304276,-0.28200078,0.25145894,0.2560599,-0.2507351,0.42809033,0.21930608,0.045324273,0.2296389,0.32914916,-0.097008586,-0.05419071,0.32831368,0.3518189,0.17954516,-0.31304982,0.30648333,-0.24552713,-0.17051256,0.16234577,-0.2605572,-0.3749834,0.21147913,0.27529705,-0.40566003,-0.06309567,-0.21327806,0.3759638,-0.08923001,0.41906035,-0.37999618,0.26850635,0.35758004,0.21264586,0.20427321,0.31401116,-0.32214978,0.30197138,0.07642798,-0.21370928,-0.28212205,-0.3284062,0.13809174,-0.044174306,-0.2816617,0.086737156,-0.18906367,0.15914024,-0.19034448,0.32529265,-0.012099899,0.059190955,0.25515842,-0.31764942
NTRK3,-0.14137383,-0.06832004,0.23013192,0.06026566,-0.32877296,-0.3785031,0.12964122,0.26270142,0.29396084,-0.1793775,-0.084205985,-0.2653963,0.25611258,0.24843504,-0.25259992,0.42229313,0.21536103,-0.040101144,0.2346181,0.33183765,-0.077192426,0.0353237,0.32429713,0.3600688,0.18745027,-0.31313214,0.3151524,-0.23695724,-0.16853774,0.1623997,-0.26669168,-0.3865081,0.21855329,0.26528108,-0.40339974,-0.06323966,-0.21448681,0.36209685,-0.08822557,0.42026055,-0.3844511,0.2679499,0.3416354,0.21599436,0.2060701,0.30281237,-0.3291572,0.3022521,0.064719155,-0.21701783,-0.28207135,-0.3297987,0.14062649,-0.05551291,-0.28308398,0.09507522,-0.17937286,0.1656104,-0.18085866,0.3304689,0.03338793,0.054347303,0.2598437,-0.3022849
STK11,-0.13634008,-0.05978605,0.22322586,0.053741958,-0.31957656,-0.36774606,0.12878914,0.26214916,0.2856503,-0.17116167,-0.089350685,-0.25351956,0.25058103,0.24301964,-0.24728665,0.40954262,0.21178398,-0.14048904,0.23615438,0.32449046,-0.06703326,0.12782918,0.32071072,0.35109365,0.18904433,-0.3024065,0.307853,-0.23493782,-0.16623726,0.16014273,-0.26892453,-0.377105,0.206961,0.25978985,-0.3923409,-0.06543972,-0.2086243,0.3529064,-0.0888628,0.41133422,-0.37422246,0.26195353,0.32908067,0.20858207,0.20775998,0.29266006,-0.32047907,0.29277083,0.060633175,-0.21213397,-0.27348176,-0.32648742,0.13936424,-0.05965006,-0.27850842,0.09067458,-0.17493762,0.1646025,-0.17652771,0.31920928,0.08414894,0.054740578,0.26007104,-0.2924436
EPHA3,-0.1382063,-0.07357097,0.2237519,0.06462349,-0.32042515,-0.36782646,0.1253088,0.2526635,0.285298,-0.17603874,-0.07095013,-0.26010573,0.24868602,0.24140942,-0.2444723,0.41487634,0.20838791,0.048966687,0.22169884,0.32457474,-0.08333923,-0.06839977,0.31239867,0.351044,0.17695062,-0.30233443,0.3043456,-0.22860786,-0.16189504,0.15673575,-0.25600937,-0.37652802,0.21467414,0.2608267,-0.39279538,-0.057711154,-0.2100335,0.35416752,-0.08310455,0.40877217,-0.37193772,0.25982618,0.33095634,0.21123499,0.19946386,0.29558617,-0.31928968,0.29408443,0.0664448,-0.21089545,-0.27375817,-0.3189708,0.13555555,-0.047613278,-0.27591452,0.09215022,-0.1758208,0.16017136,-0.17582159,0.32090256,-0.014363528,0.050987862,0.2473938,-0.29593214
RB1,-0.14223914,-0.07128884,0.22842461,0.06154324,-0.32750988,-0.37920082,0.12542135,0.26632628,0.29951948,-0.17969432,-0.08201582,-0.27155375,0.25492623,0.24749857,-0.24809194,0.42302036,0.21408424,-0.03271821,0.23130172,0.32752007,-0.08346465,0.023926662,0.3242395,0.3581321,0.1846763,-0.31267187,0.31270295,-0.23808888,-0.16657835,0.16181676,-0.26563716,-0.386558,0.2173131,0.26600578,-0.40221566,-0.06251279,-0.2136912,0.36323425,-0.086056754,0.41959327,-0.38218617,0.26739952,0.34724647,0.21361777,0.20366867,0.3004337,-0.3296442,0.29931003,0.067098476,-0.21503437,-0.2817734,-0.32809424,0.14027256,-0.049206324,-0.28291565,0.09021646,-0.18206471,0.16610283,-0.1831451,0.32869923,0.03280188,0.057157733,0.25814396,-0.3049469
PTCH1,-0.14062175,-0.06624517,0.2281589,0.057985637,-0.32334447,-0.3748183,0.13274848,0.26361746,0.29213148,-0.17689556,-0.087675124,-0.26219532,0.25539255,0.24805674,-0.2512076,0.41740435,0.21496888,-0.08785055,0.23599851,0.3301509,-0.07440658,0.081957385,0.32325506,0.35891032,0.18873632,-0.30958438,0.31382626,-0.23815005,-0.16850913,0.16268104,-0.2692713,-0.3840952,0.21514681,0.2650935,-0.39916217,-0.06470528,-0.21376568,0.3618368,-0.09105643,0.41688204,-0.38190776,0.26689777,0.33956668,0.21409544,0.20833501,0.3005488,-0.32650992,0.30027246,0.06436871,-0.21694896,-0.27956635,-0.32871622,0.14458548,-0.058076262,-0.28326246,0.092852145,-0.1803651,0.16672148,-0.17986175,0.32578918,0.06060864,0.055621136,0.2608132,-0.2996995
RICTOR,-0.13862541,-0.07425098,0.22163166,0.06476957,-0.31743237,-0.36455244,0.1256351,0.25248456,0.28317788,-0.17501457,-0.070286356,-0.2573021,0.24700168,0.23982245,-0.24364439,0.4126614,0.2073973,0.049137928,0.22057953,0.3227067,-0.083591565,-0.06777099,0.3100229,0.3483944,0.17612141,-0.29944676,0.3021912,-0.22837883,-0.16197999,0.15661123,-0.25502443,-0.37427387,0.2129865,0.25979587,-0.3908687,-0.058376133,-0.20864944,0.35238254,-0.08380272,0.40584737,-0.3697733,0.2584701,0.32853758,0.20937563,0.19904998,0.29403132,-0.3167734,0.29252368,0.066764526,-0.209362,-0.2729067,-0.31787023,0.1351772,-0.049106546,-0.2740156,0.09227209,-0.17589813,0.1598899,-0.17579155,0.31903487,-0.0141287325,0.052662443,0.2466641,-0.2935149
IKZF1,-0.13785592,-0.07264965,0.22029795,0.06318273,-0.3175267,-0.364457,0.12578045,0.25374776,0.28362185,-0.17420527,-0.07245232,-0.2578784,0.24822861,0.24101436,-0.24352437,0.41164792,0.20867921,0.030693006,0.22296709,0.32264322,-0.079949364,-0.04589875,0.31100607,0.34717053,0.17753655,-0.29979497,0.3021689,-0.22793043,-0.16153038,0.15701377,-0.25577727,-0.37435472,0.21132103,0.25960827,-0.39214504,-0.057930704,-0.2077676,0.35118055,-0.085152544,0.4068637,-0.36946172,0.25784302,0.3275532,0.20811164,0.1997143,0.29367238,-0.317512,0.2920152,0.06655976,-0.20865993,-0.27204752,-0.31735152,0.13447863,-0.05056737,-0.2730359,0.09194356,-0.17437176,0.16055727,-0.1762135,0.319946,-0.005726842,0.053303372,0.24710144,-0.29375124
PTPRS,-0.14921124,-0.087312646,0.23002458,0.071047686,-0.31956676,-0.38345575,0.12229602,0.2654642,0.30126402,-0.18056938,-0.07354658,-0.2787092,0.24917229,0.25418016,-0.2493322,0.42429882,0.21815631,0.08816823,0.22650479,0.32595325,-0.09639998,-0.095738634,0.32368577,0.34635234,0.17735317,-0.30937827,0.30140424,-0.24234207,-0.1685557,0.16086772,-0.25691146,-0.37165982,0.20911247,0.27438244,-0.4019664,-0.06011355,-0.21100485,0.37250718,-0.08835143,0.41436583,-0.37494203,0.26570836,0.3528592,0.20958626,0.20180091,0.3116208,-0.31833464,0.2993209,0.07596921,-0.2103279,-0.2787611,-0.32345095,0.13475418,-0.044949293,-0.27749738,0.08654152,-0.18685058,0.15846178,-0.19106467,0.32282853,-0.04008338,0.058906846,0.25094783,-0.31491897
KDR,-0.1392108,-0.070558146,0.22643939,0.062032893,-0.32398498,-0.3724841,0.12767473,0.2574893,0.2894458,-0.1776762,-0.077833086,-0.26355946,0.2524025,0.24503171,-0.24779391,0.4179306,0.21140453,0.0033077085,0.228047,0.3281891,-0.08024007,-0.014943501,0.31769332,0.35501027,0.18158442,-0.30765426,0.30969936,-0.23202354,-0.16503985,0.15950161,-0.26067573,-0.38088915,0.21656784,0.2624836,-0.39783388,-0.059669502,-0.21180132,0.35876992,-0.08531408,0.41416943,-0.37845445,0.26423842,0.33664313,0.21380433,0.20253906,0.29888767,-0.32431582,0.2978056,0.065955885,-0.2138654,-0.27718967,-0.32315126,0.13839749,-0.05110998,-0.27891827,0.09322336,-0.17789166,0.16212843,-0.1777614,0.3258599,0.009999489,0.05241649,0.25318685,-0.29866558
CDK12,-0.13624728,-0.07176091,0.22147208,0.06359557,-0.318403,-0.3633895,0.12782219,0.25198656,0.28124815,-0.17046538,-0.07050405,-0.2549692,0.24634662,0.24057604,-0.24429266,0.40944988,0.2092237,0.057945743,0.22540677,0.3188218,-0.07717205,-0.07384059,0.31211734,0.3447815,0.17728439,-0.3024305,0.2978684,-0.2277254,-0.15942758,0.1529431,-0.25635302,-0.37073922,0.20941642,0.2602593,-0.38964063,-0.058358897,-0.20501953,0.3532595,-0.085161164,0.4023462,-0.36932015,0.25762007,0.32796788,0.20840581,0.1964228,0.2899371,-0.31349635,0.29083788,0.06489397,-0.209306,-0.2705214,-0.31856444,0.13612981,-0.050351787,-0.27405775,0.08935414,-0.17213492,0.15934947,-0.17570974,0.31605396,-0.024828214,0.052180655,0.24848267,-0.29539487
FANCA,-0.14042091,-0.070478804,0.2279203,0.061643757,-0.32485488,-0.3750046,0.13046706,0.25961536,0.29160714,-0.17851037,-0.08057693,-0.2639763,0.254373,0.24700576,-0.24991113,0.41939625,0.21353889,-0.013798733,0.23017359,0.3306719,-0.07953562,0.0041402914,0.32014585,0.35764992,0.18327992,-0.30973274,0.3126738,-0.23496905,-0.16680759,0.16074248,-0.26425654,-0.38362557,0.21803711,0.26486596,-0.39939308,-0.060878202,-0.21298835,0.3618349,-0.08689808,0.41653064,-0.38099968,0.26629618,0.3397897,0.21475089,0.20404126,0.3005524,-0.32648087,0.3001086,0.06538317,-0.21559611,-0.279936,-0.32529634,0.1410994,-0.052277714,-0.2814505,0.09283471,-0.17908804,0.16435158,-0.17950091,0.32704285,0.01994659,0.05356943,0.2562296,-0.3006985
CUL3,-0.13486493,-0.07028493,0.21758066,0.06361075,-0.3153581,-0.35904092,0.12018667,0.24993935,0.279257,-0.17112993,-0.06973024,-0.25544533,0.24318285,0.23587129,-0.23888075,0.40718058,0.2040965,0.025618061,0.21887532,0.31700677,-0.08314266,-0.05336291,0.3071809,0.34326676,0.1748135,-0.29478708,0.29701802,-0.22340356,-0.15920618,0.15242405,-0.2487511,-0.36891478,0.20907284,0.2546837,-0.38598165,-0.057828203,-0.20446189,0.34429002,-0.079736866,0.4009842,-0.36473784,0.25314504,0.3218496,0.2065018,0.19614586,0.28789705,-0.3121403,0.28628558,0.066136375,-0.20457804,-0.26668954,-0.31387898,0.1293137,-0.045302138,-0.26840454,0.09128115,-0.17120437,0.15626645,-0.1730568,0.31587377,-0.0010219277,0.05192826,0.24223164,-0.2891531
SMARCA4,-0.15080978,-0.07917793,0.23275688,0.06482371,-0.3240135,-0.38992888,0.1232255,0.274066,0.3074086,-0.18222764,-0.08829774,-0.28120175,0.25381657,0.25789496,-0.25322682,0.42908412,0.22200508,-0.0361062,0.23723882,0.33115268,-0.09121981,0.033841945,0.33229452,0.35282025,0.18616368,-0.3148378,0.30999938,-0.2492159,-0.17431661,0.16479781,-0.26639536,-0.37731236,0.20949844,0.27672794,-0.4085836,-0.06564502,-0.21371746,0.37636384,-0.09231988,0.42409927,-0.38280207,0.27207145,0.35973442,0.21292552,0.20871693,0.314354,-0.32569036,0.3042328,0.07432576,-0.21525897,-0.2841851,-0.33210963,0.13999644,-0.049517013,-0.28307447,0.08758697,-0.18919417,0.16153793,-0.19342962,0.3286001,0.03176865,0.060475986,0.2611952,-0.31867445
IKBKE,-0.13288382,-0.055858508,0.21462189,0.056908324,-0.31473342,-0.3601027,0.11415008,0.25455743,0.2769218,-0.17090857,-0.086153865,-0.25316814,0.24116139,0.23163837,-0.23469585,0.40559855,0.20203061,-0.19151577,0.22250529,0.31927884,-0.09003062,0.12922092,0.31220776,0.3504865,0.17001918,-0.29245758,0.30360675,-0.228468,-0.16072358,0.14764908,-0.25251615,-0.36880884,0.20511234,0.25317752,-0.3887405,-0.07008646,-0.20048264,0.3423534,-0.079032466,0.4041301,-0.3718694,0.2509921,0.32216573,0.20625278,0.19891982,0.2853017,-0.31430295,0.28336072,0.06942883,-0.20467776,-0.2673288,-0.31917042,0.13568848,-0.03277041,-0.27212936,0.08579442,-0.1685138,0.15267031,-0.16425532,0.31308186,0.14352542,0.05207538,0.2485953,-0.28431964
MAP2K4,-0.13986146,-0.075361595,0.2124694,0.0618947,-0.30607662,-0.3635581,0.11753494,0.24966297,0.28027627,-0.16943868,-0.06980719,-0.25508597,0.24536523,0.23733532,-0.23916814,0.41579118,0.20449434,0.040628843,0.2201367,0.31567857,-0.083418444,-0.056858774,0.3052583,0.33836192,0.17410913,-0.29254842,0.29657918,-0.22729698,-0.16010712,0.1534169,-0.24822542,-0.3598978,0.20221728,0.2580943,-0.3864875,-0.054824017,-0.20529032,0.34967908,-0.087279394,0.4041528,-0.36580563,0.2507014,0.32765305,0.20140593,0.19566746,0.2926922,-0.30300215,0.28938356,0.072585195,-0.20094648,-0.26698962,-0.31395417,0.12979703,-0.050382987,-0.26635304,0.08857732,-0.17293024,0.15116926,-0.17494601,0.31141412,-0.009816195,0.053433232,0.24893023,-0.29237425
IRS1,-0.14109592,-0.076331295,0.22022182,0.063536584,-0.3144667,-0.36654592,0.12690958,0.2540678,0.28541878,-0.17215315,-0.07069904,-0.2571994,0.24912691,0.24329099,-0.24582864,0.41530317,0.20968871,0.05142092,0.22512712,0.32109788,-0.079455644,-0.05730299,0.310646,0.34752244,0.17941692,-0.30096012,0.30146635,-0.2298683,-0.16321649,0.15766618,-0.25690308,-0.37141293,0.21006781,0.26202255,-0.39021623,-0.05736184,-0.20972449,0.3547319,-0.08957947,0.4055718,-0.37132567,0.25735477,0.33174324,0.20618668,0.1999101,0.29644388,-0.31338447,0.29312432,0.068809286,-0.20747226,-0.2715124,-0.31921592,0.13562396,-0.055717215,-0.27379596,0.09164468,-0.17819822,0.16106047,-0.17751141,0.31622255,-0.01828984,0.05571571,0.25202054,-0.2958716
ATRX,-0.13878925,-0.07263745,0.22698909,0.065159544,-0.3241021,-0.37122172,0.12914853,0.25413185,0.28654137,-0.17569442,-0.073905006,-0.2612626,0.24979486,0.24488087,-0.2475887,0.41672087,0.21182701,0.051618684,0.22769459,0.3245435,-0.08171135,-0.06984731,0.31661233,0.3520045,0.17835237,-0.3095448,0.30453423,-0.23131207,-0.16241345,0.15476778,-0.25967857,-0.37790662,0.21514595,0.26347083,-0.39646104,-0.06028674,-0.20935002,0.36054498,-0.08539272,0.40942267,-0.3768766,0.26277423,0.336385,0.21345797,0.19810472,0.29587796,-0.31948018,0.29620314,0.06656103,-0.21379891,-0.2758411,-0.32396778,0.14046116,-0.04845386,-0.27973118,0.09009233,-0.17589204,0.16083285,-0.17659204,0.32140604,-0.015861794,0.0506336,0.25144428,-0.3011807
EGFR,-0.13647105,-0.06383586,0.22033407,0.056672726,-0.3153564,-0.36289504,0.12814105,0.25806743,0.28286844,-0.17069077,-0.084040254,-0.25254843,0.2480248,0.2401244,-0.24396145,0.4066713,0.20921105,-0.093338,0.2303182,0.32107002,-0.07238456,0.07683484,0.31487158,0.34719014,0.18413009,-0.2979048,0.3035864,-0.2318545,-0.16364266,0.15774705,-0.26312917,-0.37315106,0.20680834,0.25812435,-0.38860095,-0.063129604,-0.20722336,0.35008454,-0.087733135,0.4067468,-0.3696086,0.25860468,0.32607824,0.20688197,0.20452254,0.2903985,-0.3161153,0.29058492,0.062922806,-0.20908022,-0.27100176,-0.32086492,0.13838774,-0.056573015,-0.27500266,0.09022173,-0.17443003,0.16236907,-0.17556854,0.316578,0.061926145,0.054427072,0.25414336,-0.29024506
AKT1,-0.1327571,-0.06376529,0.21455795,0.059367955,-0.31214184,-0.35940605,0.115498014,0.2466025,0.27707243,-0.17009485,-0.075146206,-0.25545853,0.2393848,0.23167947,-0.23424861,0.407708,0.19955324,-0.048353724,0.21595597,0.31791297,-0.09239382,-0.0066884235,0.3071526,0.34447527,0.16504675,-0.29372802,0.30009604,-0.22561458,-0.15860105,0.1479128,-0.24868992,-0.36642233,0.20777369,0.25388902,-0.38414466,-0.06130196,-0.20081607,0.34515554,-0.07596233,0.40153044,-0.36480787,0.25145224,0.32540625,0.20649719,0.19145197,0.28604752,-0.31084707,0.28572306,0.06690661,-0.20380726,-0.26740146,-0.31293118,0.1351372,-0.031942777,-0.27122998,0.08360581,-0.16778895,0.15011874,-0.16510496,0.31163168,0.05406089,0.04622054,0.2418679,-0.28714418
PTPRT,-0.14439787,-0.08241339,0.24221893,0.06777295,-0.33299267,-0.389498,0.12157524,0.26654595,0.30422723,-0.18668209,-0.07644187,-0.27486295,0.2582612,0.24654253,-0.25218934,0.42566824,0.2135112,0.07155818,0.22800612,0.3327052,-0.08893445,-0.08058353,0.32908705,0.36786023,0.18237828,-0.32105863,0.31486952,-0.23702694,-0.16769807,0.16098596,-0.26815075,-0.39848348,0.22146446,0.2761417,-0.40656072,-0.062611416,-0.21448854,0.3710525,-0.08684169,0.4228256,-0.38870704,0.27211672,0.35914314,0.21639025,0.20214956,0.30827746,-0.3311833,0.30864203,0.07052167,-0.21750987,-0.28970274,-0.3364289,0.1371898,-0.041667994,-0.29404134,0.091758266,-0.19194746,0.16938,-0.18165909,0.3322126,-0.02797442,0.052821316,0.26108932,-0.31219858
AR,-0.13444734,-0.07140299,0.21505699,0.06266798,-0.31087586,-0.35595602,0.12323882,0.25058338,0.27725914,-0.16825022,-0.06695014,-0.25041485,0.2426305,0.23578395,-0.23938665,0.40464824,0.20528176,0.04424918,0.21825802,0.3159896,-0.078683764,-0.065410435,0.3041808,0.34049487,0.17407441,-0.29226303,0.29497963,-0.22321385,-0.1581448,0.15295072,-0.25113818,-0.3672945,0.20681009,0.25651062,-0.38289952,-0.055274837,-0.20356779,0.34442803,-0.081416644,0.39820677,-0.36221606,0.2516848,0.31905884,0.2027421,0.19715165,0.28738195,-0.31078148,0.2860059,0.06441555,-0.20325582,-0.26544905,-0.31211844,0.12916353,-0.049195796,-0.267364,0.08971806,-0.17097521,0.1583273,-0.17394763,0.31298873,-0.018079713,0.053921547,0.24239072,-0.28760564
