,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
GNAS,-0.12819868,-0.066063166,0.206694,0.060493294,-0.30465138,-0.344689,0.118910864,0.2461225,0.2699378,-0.16159013,-0.065312885,-0.24447247,0.23590046,0.22894064,-0.23222631,0.39519453,0.1998159,0.022219412,0.21418501,0.30744547,-0.075235784,-0.05145707,0.29805365,0.33022165,0.17085083,-0.28301808,0.28699505,-0.21682823,-0.15414315,0.14831296,-0.24322876,-0.35749847,0.2005072,0.24876942,-0.37406388,-0.054276425,-0.19610728,0.33077338,-0.077587284,0.38995665,-0.35236263,0.24349746,0.30737317,0.19644216,0.19250184,0.27719343,-0.303674,0.27823204,0.06250604,-0.19511786,-0.25668728,-0.30411777,0.12201256,-0.04558938,-0.25836742,0.08819661,-0.1633919,0.15381235,-0.17153029,0.30750698,-0.0076079206,0.053912744,0.23570597,-0.27898207
TGFBR2,-0.14587533,-0.072214365,0.22366698,0.060292028,-0.3193215,-0.37869048,0.12618385,0.26161397,0.29360148,-0.1773497,-0.08570771,-0.2656756,0.2558276,0.24833639,-0.25021246,0.42612305,0.21400464,-0.044570833,0.23425458,0.32781258,-0.080874294,0.044545285,0.31979156,0.3531201,0.18696031,-0.3087651,0.31245852,-0.23777983,-0.16936624,0.16240203,-0.2627988,-0.37536144,0.21187216,0.26463455,-0.40142852,-0.06249581,-0.21385157,0.3623572,-0.09456283,0.41877013,-0.382529,0.2644214,0.3438589,0.2115722,0.20510484,0.303444,-0.31914234,0.30089867,0.072450124,-0.21250221,-0.27850014,-0.3269423,0.1413096,-0.05792142,-0.278503,0.09404659,-0.18124606,0.15987647,-0.18195957,0.32487297,0.042108793,0.05631581,0.26188743,-0.30280668
BRAF,-0.13775478,-0.073643215,0.22298118,0.06416035,-0.31756634,-0.3679016,0.124085285,0.2565268,0.28931326,-0.17380998,-0.07227939,-0.26291198,0.24700855,0.24057814,-0.2423239,0.4126462,0.20790002,0.025467616,0.22151367,0.32008585,-0.08485766,-0.046892505,0.31502527,0.34918922,0.17640163,-0.302173,0.30237514,-0.23127675,-0.16070816,0.15658815,-0.25891635,-0.37681258,0.21360219,0.2613114,-0.39008725,-0.059778787,-0.20894805,0.3562497,-0.08224232,0.40691012,-0.37073514,0.25975734,0.3351367,0.20801207,0.1975144,0.29339132,-0.31863895,0.29178214,0.06646529,-0.20910175,-0.27383962,-0.31883085,0.13760357,-0.045730088,-0.2764973,0.08677034,-0.17737858,0.16172117,-0.17671785,0.31767854,-0.001319577,0.05373054,0.24926181,-0.29629055
RUNX1,-0.13050994,-0.067407385,0.20775568,0.06117966,-0.30555397,-0.34678677,0.1166129,0.24662478,0.27038893,-0.16509889,-0.06706716,-0.24508305,0.23713353,0.22862357,-0.23209432,0.3966192,0.19901682,0.0053180903,0.21361543,0.30985165,-0.08076861,-0.041510835,0.29773712,0.33250803,0.17020436,-0.2825301,0.2887186,-0.21739054,-0.15522067,0.14879541,-0.24338442,-0.35849804,0.20004597,0.24913463,-0.37648657,-0.05530706,-0.19821191,0.3326697,-0.078428045,0.3921586,-0.3528601,0.24547966,0.3082593,0.19938782,0.19506693,0.27881348,-0.3039909,0.27743563,0.06555728,-0.19750245,-0.25849646,-0.30648375,0.123941526,-0.044134952,-0.26048887,0.089596376,-0.16553657,0.15337592,-0.16997644,0.307821,0.009035405,0.052453034,0.23538478,-0.27957368
BRD4,-0.13882211,-0.07470723,0.22658876,0.065214075,-0.3218981,-0.36954808,0.12812625,0.25498378,0.28785005,-0.17682508,-0.06993461,-0.2632815,0.25044715,0.24325132,-0.24615845,0.41756022,0.20871165,0.056956187,0.22348703,0.32647192,-0.0846647,-0.072197974,0.31538564,0.35413155,0.17751136,-0.30661356,0.30568033,-0.2295793,-0.16335994,0.15763876,-0.25849903,-0.3798839,0.21527505,0.2630291,-0.39418384,-0.059259582,-0.21057141,0.3586521,-0.084589526,0.4094404,-0.3756752,0.2633422,0.3362296,0.21199377,0.19954115,0.29748768,-0.32113108,0.29570872,0.06641214,-0.212811,-0.27643558,-0.32116577,0.13935643,-0.046916187,-0.27933612,0.0918105,-0.17802152,0.16214845,-0.1754669,0.32110143,-0.016533045,0.052196957,0.25026524,-0.2976821
SMAD2,-0.13490532,-0.069440976,0.21893492,0.062083684,-0.31851822,-0.36375818,0.119437486,0.2515788,0.2812856,-0.17394859,-0.07010467,-0.25612774,0.24475563,0.23752011,-0.24140804,0.41194546,0.20513439,0.032006852,0.21934968,0.3230492,-0.08353433,-0.06004883,0.30822533,0.34588742,0.1726309,-0.298073,0.30118695,-0.2251166,-0.16194083,0.15318562,-0.2506386,-0.37187576,0.21025524,0.25730276,-0.3920346,-0.057382893,-0.20579249,0.34777465,-0.07840026,0.4071666,-0.3691633,0.25702173,0.3257624,0.20862937,0.19745453,0.29110754,-0.3172988,0.2891162,0.06625731,-0.20711419,-0.2716545,-0.31722066,0.1300123,-0.043843206,-0.27179474,0.091037594,-0.17140226,0.15685815,-0.17331608,0.3200575,-0.006642709,0.050426833,0.24457633,-0.291679
AXIN2,-0.1356384,-0.07270638,0.21727923,0.06485382,-0.31255972,-0.3574894,0.12595889,0.25089347,0.2787088,-0.17084065,-0.0692269,-0.25182813,0.24447277,0.2378597,-0.24101259,0.4049198,0.20655844,0.040553346,0.22003073,0.31717014,-0.07839575,-0.05770448,0.30594224,0.3434497,0.17609593,-0.2929522,0.29665786,-0.2245722,-0.15936452,0.15327907,-0.2521419,-0.36855513,0.20939583,0.25633854,-0.3853848,-0.056965556,-0.20593973,0.34617972,-0.084452346,0.40043998,-0.3654962,0.25264028,0.32045037,0.20510137,0.1993128,0.28970808,-0.31170905,0.28816277,0.06714573,-0.2041095,-0.26727027,-0.31422797,0.13048506,-0.051712267,-0.26927823,0.09127894,-0.17345668,0.15979028,-0.17523818,0.31529403,-0.013090992,0.054537848,0.24396184,-0.28847468
RPTOR,-0.13494968,-0.07149603,0.21606046,0.062282763,-0.31299713,-0.35842568,0.12283817,0.2500594,0.27866098,-0.17053196,-0.06728853,-0.25277096,0.24330933,0.23647407,-0.238832,0.406447,0.20516095,0.04673116,0.2180885,0.3186432,-0.07992124,-0.06791741,0.30473188,0.34213644,0.17410463,-0.29272404,0.2971168,-0.22382765,-0.15827836,0.15358253,-0.25048,-0.36821926,0.20834318,0.25585207,-0.3847137,-0.055398807,-0.20523018,0.34490073,-0.08129453,0.3999433,-0.36298794,0.25248978,0.31992373,0.20530364,0.19813034,0.28846493,-0.3123619,0.28730464,0.06595738,-0.20452808,-0.26618323,-0.31295133,0.12947153,-0.048042078,-0.26951802,0.09033219,-0.17172587,0.15749213,-0.17347026,0.31511888,-0.018187834,0.053328432,0.24237558,-0.28916568
MEN1,-0.1375381,-0.07419804,0.22156668,0.064729795,-0.31971678,-0.36556506,0.12569077,0.25367713,0.28494996,-0.17458658,-0.068276316,-0.25783783,0.24786453,0.241832,-0.24445441,0.41335064,0.20877603,0.07022408,0.22212411,0.3232496,-0.07932178,-0.0827831,0.3101209,0.3482687,0.17867039,-0.30045363,0.3017799,-0.22653908,-0.161754,0.15696572,-0.25329772,-0.37543947,0.21325764,0.2594235,-0.39190358,-0.055163573,-0.2093418,0.35115242,-0.082678966,0.40718263,-0.3699404,0.2580573,0.327523,0.20859666,0.20053603,0.29442984,-0.31836078,0.29214305,0.06606692,-0.20889804,-0.27179903,-0.31821612,0.13125798,-0.051196627,-0.27268738,0.09354022,-0.17553471,0.16180287,-0.17823824,0.3215387,-0.03280072,0.05403568,0.24576165,-0.294736
MET,-0.13439463,-0.07186111,0.21474642,0.06251922,-0.3099813,-0.3550489,0.12531509,0.2510955,0.277884,-0.1676058,-0.06746571,-0.25005707,0.24305476,0.2363511,-0.23947982,0.40351614,0.20579997,0.046048883,0.2196911,0.3157304,-0.07550648,-0.061022226,0.30491465,0.3399221,0.17629169,-0.2918928,0.29403,-0.22402075,-0.15779427,0.15392247,-0.25137484,-0.36766046,0.20668405,0.2562991,-0.38236582,-0.05534164,-0.20323327,0.34406024,-0.08319582,0.39799973,-0.3613294,0.2515459,0.3183182,0.2019364,0.19761586,0.2868673,-0.31060567,0.28688282,0.064076275,-0.2026557,-0.26548436,-0.311597,0.12925276,-0.051940586,-0.26666352,0.09051041,-0.17105603,0.15956098,-0.17563798,0.3133758,-0.021794856,0.055344526,0.24291027,-0.2876023
CTCF,-0.14077114,-0.07571856,0.21589887,0.06320368,-0.3107372,-0.366304,0.12075509,0.25062335,0.28266585,-0.17171052,-0.07146169,-0.2582339,0.24699935,0.23988327,-0.2416277,0.41688582,0.20694108,0.047271326,0.22195834,0.31777814,-0.08409002,-0.061073303,0.3081766,0.34187654,0.1761036,-0.29812717,0.2993469,-0.22796156,-0.16073689,0.15487625,-0.24942449,-0.36384493,0.20651315,0.25878873,-0.39015883,-0.056741774,-0.20695364,0.35101044,-0.08720516,0.4053409,-0.36889684,0.2535307,0.33059847,0.20371337,0.19571756,0.29500857,-0.30711684,0.2915086,0.0721004,-0.20375565,-0.26855052,-0.3158662,0.13241236,-0.05083856,-0.2685196,0.09126447,-0.17451854,0.15358771,-0.17651501,0.31516603,-0.012078686,0.054046623,0.249026,-0.294457
FLCN,-0.14196038,-0.077266924,0.2223179,0.064886436,-0.3179266,-0.37031418,0.12556133,0.25365275,0.28699842,-0.17493942,-0.07056649,-0.2605021,0.25010452,0.24401227,-0.24608326,0.4189541,0.20980263,0.064054936,0.22392282,0.3234092,-0.08310615,-0.07347239,0.31170195,0.3495018,0.17856295,-0.3038283,0.30386996,-0.22977883,-0.1638053,0.15767944,-0.25598782,-0.37281096,0.21215178,0.26220855,-0.39360446,-0.057776283,-0.21087,0.35612303,-0.08805665,0.40812352,-0.37371367,0.25878656,0.33449584,0.20855206,0.19940762,0.29796794,-0.31502122,0.29430404,0.070241325,-0.20935884,-0.27321434,-0.3208927,0.13589735,-0.05252768,-0.27591467,0.09257348,-0.17900908,0.16020232,-0.17701504,0.31842875,-0.02207629,0.054414216,0.2517184,-0.29822132
KDM5C,-0.13644841,-0.0714964,0.21961954,0.0625372,-0.3156984,-0.3626557,0.12488796,0.25260094,0.28217375,-0.17276219,-0.07172608,-0.2560942,0.24587713,0.23931709,-0.24173006,0.4098315,0.20743501,0.03378742,0.22055003,0.32183906,-0.08025974,-0.05195964,0.30864352,0.345523,0.17620839,-0.29832,0.30101222,-0.22705173,-0.16112912,0.1552128,-0.25385377,-0.37309244,0.21158874,0.25863376,-0.38987774,-0.056917224,-0.20704442,0.3510628,-0.083034664,0.4049527,-0.36862093,0.2567219,0.3268044,0.20807578,0.19910173,0.2923875,-0.31636083,0.29183063,0.066293806,-0.20711748,-0.27050126,-0.31599262,0.13305697,-0.049310222,-0.2725075,0.09071972,-0.17432556,0.15887691,-0.17500672,0.31925178,-0.009466564,0.05253926,0.2463653,-0.2922161
PIK3CD,-0.1371942,-0.07361693,0.21956876,0.0641806,-0.31680655,-0.36244914,0.12548378,0.25229606,0.2818876,-0.17337888,-0.068637826,-0.25551826,0.24647644,0.23989178,-0.24311924,0.4101789,0.20732078,0.058328867,0.22091833,0.3211894,-0.08006267,-0.07470298,0.30870128,0.3455029,0.17628764,-0.29799223,0.29932928,-0.2262646,-0.16076924,0.15527107,-0.25271383,-0.37284225,0.21056043,0.2588219,-0.38989967,-0.056691684,-0.20723239,0.3490916,-0.08318942,0.40435064,-0.3672763,0.25596264,0.32508346,0.20739552,0.19892418,0.2923699,-0.31548706,0.29023,0.06561036,-0.20686454,-0.27096987,-0.31653753,0.1313334,-0.050289966,-0.2716903,0.09219449,-0.17360395,0.16022179,-0.17697866,0.31844124,-0.024084259,0.053484045,0.24501257,-0.29251334
IRS2,-0.1406295,-0.07370381,0.22205617,0.06478953,-0.31876945,-0.37181056,0.12778473,0.2552347,0.28781956,-0.17318529,-0.07408472,-0.26058316,0.25018692,0.2452443,-0.24772927,0.41738755,0.21030319,0.034274735,0.22697438,0.32271907,-0.081547745,-0.04403143,0.31273326,0.34933406,0.17962947,-0.3063516,0.30503747,-0.22881132,-0.16550279,0.15795809,-0.25634524,-0.3736793,0.21348438,0.26138446,-0.39235106,-0.057636507,-0.21040758,0.35796833,-0.08726367,0.40720862,-0.3760836,0.25886396,0.33595303,0.20975772,0.19981512,0.29782388,-0.31546357,0.29286468,0.067979604,-0.20883022,-0.2717546,-0.32055032,0.13692689,-0.05308177,-0.2755947,0.09072373,-0.17772004,0.15995452,-0.17810658,0.31909493,-0.008010747,0.05465777,0.2534034,-0.2974119
DNMT1,-0.14153242,-0.07676124,0.2226564,0.06542723,-0.3200951,-0.3700698,0.12890205,0.2542444,0.28703243,-0.17360255,-0.07081485,-0.26006055,0.2509829,0.24606958,-0.24810366,0.41807607,0.21269196,0.082390934,0.22821245,0.322171,-0.078851275,-0.08504279,0.3135986,0.3483467,0.18007857,-0.30638486,0.3026237,-0.23094009,-0.1628566,0.15640724,-0.25700012,-0.3728881,0.21213159,0.2640163,-0.39517224,-0.05703095,-0.20965287,0.357997,-0.090036176,0.40795797,-0.3748902,0.25916588,0.33526433,0.20947263,0.1985006,0.2969975,-0.31554413,0.2959466,0.068881296,-0.21024768,-0.27366865,-0.32156056,0.13634287,-0.05448761,-0.27572915,0.09195799,-0.17680393,0.16098423,-0.1800811,0.31987408,-0.03659701,0.054836087,0.2522531,-0.30124614
CARD11,-0.14160275,-0.077351615,0.22141483,0.06677876,-0.31734562,-0.3684761,0.12880343,0.2549427,0.28525004,-0.17377079,-0.07113633,-0.2592002,0.24958889,0.24517924,-0.24775422,0.41604128,0.21119502,0.07384876,0.2271357,0.32017407,-0.081546545,-0.080095485,0.31156954,0.3455184,0.17865844,-0.30391484,0.30038238,-0.22934693,-0.1629954,0.155754,-0.2544194,-0.37006736,0.21022518,0.26225245,-0.39341614,-0.057841636,-0.2092861,0.35743552,-0.08967377,0.40573412,-0.37458315,0.25757062,0.3333109,0.20843461,0.19873597,0.29714587,-0.3124178,0.2933977,0.070863806,-0.20791572,-0.27201468,-0.3197177,0.13600938,-0.054576337,-0.27331442,0.09157195,-0.17650485,0.1589022,-0.180601,0.3185584,-0.02958664,0.055197388,0.2513978,-0.29844287
JAK2,-0.13583899,-0.06943923,0.219906,0.06171621,-0.31535557,-0.36312327,0.12536676,0.25422984,0.28230795,-0.17174293,-0.07360444,-0.25509074,0.24667428,0.23928568,-0.24330685,0.40986818,0.20726919,0.0023551732,0.223672,0.32069406,-0.07890184,-0.02161938,0.31087697,0.34730864,0.17737386,-0.29825574,0.3016908,-0.22838089,-0.16187413,0.15494612,-0.2562315,-0.37374365,0.21130231,0.2595178,-0.38834518,-0.05818557,-0.20707944,0.35069662,-0.08325351,0.40552056,-0.369638,0.2565251,0.32672936,0.20762236,0.19964668,0.29208338,-0.3162989,0.29176828,0.06422215,-0.20710939,-0.27118316,-0.31806684,0.13345337,-0.049999956,-0.27313137,0.09024438,-0.17333025,0.16027087,-0.17563725,0.31816027,0.008177407,0.053406976,0.24848916,-0.29184246
LATS2,-0.13395241,-0.06872562,0.21618542,0.061843522,-0.31187737,-0.35718316,0.12112823,0.24881478,0.27757928,-0.16937661,-0.07103352,-0.2524284,0.24255675,0.23454756,-0.23819213,0.40629205,0.20469055,0.0074582994,0.21812254,0.3169728,-0.083312675,-0.041338194,0.30600733,0.34282285,0.17166369,-0.29351753,0.29777735,-0.22432871,-0.1577705,0.15126804,-0.25172937,-0.36874512,0.20832631,0.25680727,-0.38329616,-0.05737351,-0.20382893,0.34548515,-0.08015278,0.40103406,-0.3639791,0.2525477,0.3222102,0.20454882,0.19491455,0.2875763,-0.311796,0.28779027,0.06507701,-0.20370468,-0.2668993,-0.31225052,0.13214308,-0.043289706,-0.26865,0.08766052,-0.16971314,0.155415,-0.17181495,0.31341624,0.012083651,0.049527697,0.24354127,-0.2879892
BRIP1,-0.13219175,-0.06656504,0.21449846,0.06119199,-0.31234863,-0.35627824,0.116270155,0.2483352,0.2761527,-0.16973084,-0.072139286,-0.2521938,0.2399793,0.2322615,-0.23526785,0.40525913,0.20130746,-0.008196387,0.21547318,0.3170317,-0.0862645,-0.03373452,0.3035145,0.3407438,0.17004888,-0.29122066,0.296789,-0.22236827,-0.15899603,0.14953727,-0.24829596,-0.36575726,0.20667225,0.25302175,-0.38388592,-0.058133345,-0.20204829,0.34191254,-0.07714126,0.40083253,-0.36284107,0.25248328,0.31958508,0.20548636,0.19492513,0.28511667,-0.3108535,0.2844072,0.0662282,-0.20302063,-0.2658016,-0.31200197,0.12983768,-0.040375926,-0.26810363,0.08822412,-0.16886836,0.1532102,-0.16878799,0.31337726,0.022392526,0.048606727,0.24090773,-0.28620416
ERCC5,-0.14225218,-0.075097896,0.21596473,0.06154698,-0.31088072,-0.36773252,0.12086187,0.25381264,0.28457195,-0.17164697,-0.07281247,-0.25753862,0.24821839,0.24139097,-0.24292716,0.41861323,0.20891191,0.03460835,0.2239163,0.32019776,-0.08132256,-0.04276241,0.30852535,0.34247515,0.17866683,-0.29801995,0.30066067,-0.22990042,-0.1626184,0.15652272,-0.25260928,-0.36539578,0.20571385,0.26055998,-0.39188787,-0.055868812,-0.20840278,0.3531335,-0.08930439,0.40811852,-0.3701721,0.25522384,0.33130983,0.20428932,0.19949175,0.296126,-0.30952454,0.2928276,0.07206323,-0.20493719,-0.2699902,-0.31792262,0.13249275,-0.053947616,-0.27006742,0.091000594,-0.17604434,0.15508866,-0.17805299,0.31647933,-0.00811898,0.055530414,0.25158572,-0.2965576
ABL1,-0.13778707,-0.073441215,0.22198856,0.06539877,-0.3182757,-0.36567348,0.124882385,0.2524257,0.2836448,-0.17439097,-0.06921296,-0.25780416,0.2474455,0.24012503,-0.24341981,0.41299576,0.20781252,0.044560026,0.22131419,0.3224827,-0.083304234,-0.06596584,0.31143296,0.35072574,0.17632174,-0.30017984,0.302623,-0.22794756,-0.16055022,0.15518111,-0.25528556,-0.37541768,0.21411948,0.26018578,-0.390472,-0.057972558,-0.20945387,0.35315022,-0.082904145,0.40603787,-0.3713131,0.2577561,0.32891482,0.20930772,0.19931625,0.2940308,-0.3174225,0.2924312,0.066601835,-0.2093353,-0.27257857,-0.31905246,0.1347025,-0.04702634,-0.27467176,0.09145733,-0.17577612,0.16036136,-0.17482437,0.318671,-0.011115934,0.052924283,0.24708864,-0.29413712
TGFBR1,-0.13200144,-0.046833955,0.21640232,0.046680607,-0.32017788,-0.36565176,0.11549604,0.2601356,0.28320736,-0.16887718,-0.09761065,-0.2536736,0.24431401,0.23533143,-0.23878187,0.40916455,0.20594364,-0.24670707,0.23518163,0.32195175,-0.07242764,0.20891836,0.3173019,0.34975457,0.18528463,-0.29793483,0.3092572,-0.22947007,-0.16372131,0.15286946,-0.25863522,-0.37050354,0.20344287,0.25057426,-0.39134812,-0.067263424,-0.20235011,0.33922577,-0.07988173,0.41361648,-0.37230003,0.25814575,0.32364795,0.20710388,0.20537613,0.2864043,-0.3179275,0.28798968,0.06054691,-0.20966494,-0.26840848,-0.32562837,0.13532324,-0.047075998,-0.27349097,0.08925346,-0.16788232,0.15477775,-0.16974589,0.32096916,0.15472072,0.04981903,0.25387812,-0.2883991
CSF1R,-0.13147743,-0.07001297,0.20935805,0.062767446,-0.30830348,-0.34923685,0.12189461,0.2483455,0.27240142,-0.16599149,-0.066362195,-0.2457019,0.23926087,0.23249707,-0.23588526,0.39751625,0.20202696,0.035946194,0.21647407,0.31111565,-0.07577148,-0.05826492,0.29952496,0.33341658,0.17358458,-0.28537625,0.2899568,-0.21913838,-0.15650633,0.15219936,-0.24494106,-0.360618,0.20208266,0.25030103,-0.3785475,-0.055118356,-0.1995954,0.33312723,-0.08101725,0.3927303,-0.3552515,0.24590051,0.30888933,0.1990218,0.19612409,0.2816468,-0.3056583,0.27988225,0.06470896,-0.19857962,-0.26015896,-0.30801058,0.12289857,-0.050727308,-0.26159692,0.09249849,-0.1669832,0.15757158,-0.17444724,0.31053424,-0.014985942,0.056388874,0.23708178,-0.2810595
FOXP1,-0.13223103,-0.06835289,0.21112387,0.061116964,-0.30796093,-0.3525999,0.118815385,0.2489272,0.27416337,-0.16705024,-0.069206566,-0.24837786,0.23911838,0.23154509,-0.23458263,0.40099436,0.20169163,0.0052616447,0.21486756,0.31323302,-0.082680434,-0.04186224,0.30123746,0.33649814,0.16925012,-0.28729618,0.2931492,-0.22134858,-0.15633714,0.1507818,-0.24737068,-0.3630675,0.20381942,0.25330615,-0.38054594,-0.055540875,-0.20046356,0.3391746,-0.07930685,0.3966325,-0.35775492,0.24833377,0.31415814,0.2006002,0.19473648,0.28401658,-0.30776405,0.2819065,0.066177346,-0.20019192,-0.26209867,-0.30858094,0.1279181,-0.043969747,-0.2650807,0.08773227,-0.16673207,0.15466407,-0.1708348,0.31085584,0.010970418,0.051793568,0.23841697,-0.2836732
RAD50,-0.14011241,-0.075694285,0.2185886,0.06538036,-0.31501126,-0.36490542,0.12615421,0.25387546,0.28267068,-0.17176032,-0.070044726,-0.2563155,0.24748638,0.24241194,-0.24518071,0.41346592,0.20936018,0.06538032,0.22546881,0.31791836,-0.08085602,-0.074840754,0.3089883,0.34261662,0.17742802,-0.30018154,0.29751807,-0.227112,-0.16156878,0.15402944,-0.2522232,-0.36683246,0.20714022,0.2601955,-0.39075902,-0.05701047,-0.20721728,0.3530475,-0.08820666,0.4033411,-0.37084413,0.25503725,0.32893836,0.20624705,0.19808704,0.29379642,-0.30992433,0.2903327,0.07022608,-0.20566078,-0.26935923,-0.31780252,0.13353825,-0.0536606,-0.27078587,0.09078555,-0.17423727,0.15752544,-0.17903793,0.31620273,-0.025375895,0.0551179,0.24934292,-0.29580647
KIT,-0.13366376,-0.06864344,0.21490782,0.0619715,-0.31288606,-0.35633677,0.11927289,0.2496301,0.2770538,-0.16953586,-0.069628365,-0.25186116,0.24101351,0.23434913,-0.23714767,0.40581584,0.20409624,0.018728375,0.21692628,0.3168319,-0.08229867,-0.050268896,0.30432925,0.340479,0.17275141,-0.2920013,0.29596555,-0.22267571,-0.15854365,0.15156874,-0.24942285,-0.3669452,0.20671095,0.25430977,-0.38457888,-0.057348024,-0.2032369,0.34231377,-0.07890159,0.40029788,-0.36249578,0.25232932,0.3190022,0.20457263,0.1963796,0.2863117,-0.31153542,0.28520513,0.065726295,-0.20270698,-0.2657547,-0.31256345,0.12859201,-0.04448525,-0.26772088,0.08958242,-0.16966033,0.15562838,-0.17206417,0.31466585,0.0017349995,0.051433455,0.24143407,-0.28765002
SMO,-0.13727333,-0.070797145,0.22244996,0.062531546,-0.31917334,-0.3668192,0.12490532,0.25257546,0.2848729,-0.17450935,-0.073540255,-0.2607153,0.24851215,0.24080776,-0.24318257,0.4138106,0.20794311,0.01890121,0.22268349,0.3240323,-0.08224564,-0.0401144,0.31331643,0.3503226,0.17583853,-0.30228058,0.30448246,-0.22827178,-0.1609753,0.1554342,-0.25660676,-0.37598336,0.21329603,0.2598784,-0.39185685,-0.058580697,-0.20768875,0.3536073,-0.08286708,0.40825844,-0.37202537,0.25932854,0.3311675,0.20996882,0.19831528,0.29411724,-0.31853855,0.29305446,0.065278016,-0.20964131,-0.27216697,-0.3182174,0.13652475,-0.045333713,-0.27532586,0.08951523,-0.1740504,0.15837362,-0.17367548,0.31995785,0.0031297319,0.050879702,0.2476063,-0.29534677
DDR2,-0.13923249,-0.07670251,0.21545345,0.06585406,-0.3126585,-0.3632161,0.12554891,0.25480893,0.28281856,-0.16962929,-0.0662374,-0.2547757,0.24706963,0.24161181,-0.24500433,0.4120761,0.20783813,0.08110538,0.22321537,0.3169646,-0.07953527,-0.086143136,0.3053155,0.33999437,0.1776336,-0.29737714,0.29592204,-0.22324155,-0.16241986,0.156082,-0.24895178,-0.36578235,0.20641693,0.25900018,-0.3869028,-0.053051047,-0.20683509,0.3499818,-0.08619936,0.40081877,-0.36796704,0.25309372,0.32583266,0.20388553,0.19889711,0.29309762,-0.30893448,0.28664458,0.0681674,-0.20261016,-0.26634866,-0.3142215,0.12878916,-0.055248648,-0.26733854,0.09124839,-0.17323123,0.15821056,-0.1806539,0.3155202,-0.04025401,0.057403125,0.2474509,-0.29276443
CDC73,-0.13530372,-0.07079928,0.21694173,0.063618384,-0.3172411,-0.36033776,0.11861424,0.2516345,0.28022107,-0.17269513,-0.06897481,-0.2542202,0.24368879,0.2359415,-0.23955864,0.40950748,0.20446353,0.033454366,0.21890545,0.31916752,-0.0821357,-0.059356466,0.30598748,0.34341347,0.17631423,-0.29449803,0.29873657,-0.22189558,-0.16043702,0.15362157,-0.24943107,-0.3690921,0.20824905,0.2537557,-0.38818306,-0.056547187,-0.20582825,0.34296763,-0.079092704,0.40359777,-0.36564332,0.25535983,0.32085398,0.20634429,0.19894399,0.2879554,-0.31371468,0.28596956,0.06581498,-0.20609176,-0.26779115,-0.3157504,0.1283577,-0.046071135,-0.26858908,0.09319773,-0.1717041,0.15756962,-0.17389663,0.31729966,-0.007148728,0.05194498,0.2418669,-0.2897071
