,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
FMO9P_cnv,0.00068897475,0.00048025,-0.007159291,0.0026885062,0.0043931585,-0.0052079433,-0.012836726,0.013604084
POGK_cnv,0.0006888546,0.00048067933,-0.007159602,0.0026882025,0.0043936716,-0.0052084,-0.012838159,0.013604942
TADA1_cnv,0.00068961363,0.00047796266,-0.007157659,0.0026901388,0.0043904195,-0.005205512,-0.012829112,0.013599506
ILDR2_cnv,0.0006901054,0.00047619687,-0.0071563907,0.0026914035,0.004388309,-0.0052036364,-0.012823252,0.013595992
MAEL_cnv,0.0006895857,0.0004780488,-0.0071577188,0.0026900773,0.004390531,-0.0052056094,-0.012829425,0.013599697
RNA5SP65_cnv,0.00068984553,0.00047712028,-0.0071570594,0.002690738,0.004389421,-0.005204629,-0.01282635,0.013597849
GPA33_cnv,0.00068984646,0.00047712028,-0.0071570612,0.002690738,0.004389421,-0.005204629,-0.01282635,0.013597848
DUSP27_cnv,0.00069743954,0.0004499543,-0.00713758,0.0027101194,0.004356697,-0.0051758206,-0.012735991,0.013543578
POU2F1_cnv,0.00072203204,0.00036211405,-0.0070745386,0.0027727596,0.0042506093,-0.005082664,-0.012443671,0.013367994
CD247_cnv,0.0007276423,0.00034206407,-0.0070601497,0.002787056,0.0042263865,-0.0050614025,-0.012376955,0.01332792
CREG1_cnv,0.00072909147,0.00033691758,-0.0070564356,0.0027907323,0.0042201104,-0.005055937,-0.01235977,0.013317607
RCSD1_cnv,0.0007297816,0.0003344831,-0.0070546772,0.002792471,0.004217147,-0.00505335,-0.0123516545,0.0133127365
MPZL1_cnv,0.0007325588,0.00032458105,-0.007047536,0.0027995203,0.0042050984,-0.005042829,-0.012318632,0.013292925
ADCY10_cnv,0.00073232874,0.00032540178,-0.0070481393,0.002798941,0.004206105,-0.0050437134,-0.012321379,0.013294559
MPC2_cnv,0.00073366705,0.00032067276,-0.0070447195,0.0028023133,0.0042003253,-0.005038687,-0.01230558,0.013285076
DCAF6_cnv,0.0007355269,0.00031407434,-0.0070399567,0.002807022,0.0041922787,-0.005031668,-0.012283545,0.01327187
GPR161_cnv,0.00073652994,0.00031043566,-0.0070373323,0.002809605,0.004187865,-0.0050277994,-0.012271421,0.013264602
TIPRL_cnv,0.0007349951,0.00031596888,-0.00704132,0.002805679,0.004194583,-0.005033679,-0.012289852,0.013275648
SFT2D2_cnv,0.00073816534,0.00030463235,-0.0070331376,0.0028137453,0.0041807545,-0.005021631,-0.01225204,0.013252974
ANKRD36BP1_cnv,0.00073816534,0.00030463235,-0.0070331376,0.0028137453,0.0041807545,-0.005021631,-0.01225204,0.013252974
TBX19_cnv,0.0007365737,0.00031028874,-0.007037228,0.002809708,0.0041876836,-0.005027639,-0.0122709405,0.013264313
XCL2_cnv,0.00075051095,0.0002608318,-0.0070014335,0.002844967,0.004127008,-0.004975102,-0.012105638,0.013165147
XCL1_cnv,0.0007579904,0.00023427606,-0.006982213,0.0028638965,0.00409439,-0.0049469126,-0.012016911,0.013111917
DPT_cnv,0.00075969845,0.00022821873,-0.006977819,0.0028682137,0.0040869396,-0.004940474,-0.011996673,0.013099788
LINC00626_cnv,0.00075969845,0.00022821873,-0.006977821,0.0028682137,0.0040869387,-0.004940474,-0.011996675,0.013099788
LINC00970_cnv,0.00076196063,0.00022019655,-0.0069720093,0.0028739288,0.004077077,-0.0049319533,-0.0119698625,0.013083706
RNA5SP66_cnv,0.0007633213,0.00021538581,-0.0069685224,0.0028773542,0.004071148,-0.00492684,-0.011953777,0.013074058
ATP1B1_cnv,0.0007633222,0.00021538581,-0.0069685206,0.0028773542,0.004071148,-0.00492684,-0.011953777,0.013074058
NME7_cnv,0.00081432983,3.546523e-05,-0.006837113,0.0030054948,0.0038465587,-0.0047354284,-0.011350058,0.012712507
BLZF1_cnv,0.00081432983,3.546523e-05,-0.006837113,0.0030054948,0.0038465587,-0.0047354284,-0.011350058,0.012712507
CCDC181_cnv,0.00081464276,3.4369994e-05,-0.006836308,0.0030062739,0.0038451925,-0.004734274,-0.0113464,0.012710316
SLC19A2_cnv,0.0008156011,3.097672e-05,-0.006833818,0.0030086813,0.0038409103,-0.004730672,-0.011335,0.012703508
F5_cnv,0.00081432983,3.546523e-05,-0.006837113,0.0030054944,0.0038465587,-0.0047354284,-0.011350058,0.012712507
SELP_cnv,0.00082045514,1.3940502e-05,-0.0068212897,0.0030207885,0.003819407,-0.004712543,-0.0112777,0.012669226
SELL_cnv,0.00082367007,2.7003698e-06,-0.006812999,0.003028809,0.0038051503,-0.0047005513,-0.011239814,0.012646572
SELE_cnv,0.00082201976,8.444302e-06,-0.006817244,0.0030247094,0.0038124453,-0.0047066896,-0.011259194,0.012658162
METTL18_cnv,0.00082295015,5.210284e-06,-0.006814854,0.0030270163,0.0038083466,-0.004703238,-0.011248292,0.012651643
SCYL3_cnv,0.00082201976,8.444302e-06,-0.006817244,0.0030247094,0.0038124463,-0.0047066896,-0.011259196,0.012658162
RN7SL333P_cnv,0.00082367007,2.7003698e-06,-0.006813001,0.0030288086,0.0038051493,-0.0047005513,-0.011239812,0.012646572
KIFAP3_cnv,0.00082049984,1.3766345e-05,-0.006821174,0.0030209129,0.0038192058,-0.0047123632,-0.011277128,0.012668896
RN7SL269P_cnv,0.00080940034,5.2743126e-05,-0.0068498123,0.0029931683,0.0038683787,-0.0047538783,-0.011408294,0.01274736
METTL11B_cnv,0.0008093985,5.2743126e-05,-0.0068498123,0.0029931683,0.0038683787,-0.0047538783,-0.0114082955,0.01274736
GORAB_cnv,0.00080816355,5.7101715e-05,-0.006853018,0.0029900707,0.0038738726,-0.00475852,-0.011422964,0.012756135
PRRX1_cnv,0.0008081645,5.7101715e-05,-0.006853018,0.0029900707,0.0038738735,-0.00475852,-0.011422964,0.012756135
MROH9_cnv,0.00081455335,3.466243e-05,-0.0068365335,0.0030060327,0.003845566,-0.004734614,-0.011347439,0.012710965
FMO3_cnv,0.0008181352,2.208352e-05,-0.006827293,0.0030149906,0.0038297009,-0.0047212136,-0.011305105,0.012685634
FMO6P_cnv,0.0008181352,2.208352e-05,-0.006827291,0.0030149901,0.0038297009,-0.004721214,-0.011305105,0.012685635
FMO2_cnv,0.0008183969,2.1160115e-05,-0.0068266112,0.003015649,0.0038285358,-0.0047202324,-0.011301998,0.012683775
FMO1_cnv,0.00081804954,2.2373162e-05,-0.0068275016,0.0030147852,0.0038300687,-0.0047215233,-0.011306083,0.01268621
FMO4_cnv,0.0008195285,1.718197e-05,-0.006823685,0.0030184798,0.0038235225,-0.0047159954,-0.011288611,0.012675766
PRRC2C_cnv,0.000808469,5.6116376e-05,-0.0068522245,0.002990764,0.0038724924,-0.004757433,-0.011419501,0.012754086
RN7SL425P_cnv,0.00079524703,0.000102665275,-0.0068863314,0.002957616,0.0039309384,-0.0048069777,-0.01157593,0.012847722
MYOC_cnv,0.00079162885,0.00011539599,-0.006895652,0.002948551,0.003946862,-0.0048205256,-0.011618676,0.012873318
VAMP4_cnv,0.0008187201,2.0033214e-05,-0.006825773,0.0030164486,0.003827124,-0.004719037,-0.011298217,0.012681497
DNM3_cnv,0.0007841317,0.0001417892,-0.0069149435,0.0029297746,0.0039798543,-0.0048486106,-0.011707267,0.012926372
DNM3OS_cnv,0.00078408327,0.00014196523,-0.006915074,0.0029296442,0.0039800787,-0.004848797,-0.0117078535,0.012926724
PIGC_cnv,0.00078369677,0.00014331099,-0.006916072,0.0029286798,0.003981768,-0.004850224,-0.0117123835,0.0129294265
SUCO_cnv,0.000781117,0.00015240768,-0.0069227032,0.002922209,0.003993108,-0.0048599066,-0.01174289,0.012947705
FASLG_cnv,0.00078417175,0.00014165929,-0.0069148634,0.0029298519,0.00397972,-0.004848465,-0.011706842,0.01292611
TNFSF18_cnv,0.00078052934,0.0001544822,-0.0069242027,0.0029207366,0.003995687,-0.004862111,-0.011749832,0.012951866
TNFSF4_cnv,0.00078052934,0.0001544822,-0.0069242027,0.0029207366,0.003995687,-0.0048621106,-0.011749832,0.012951866
PRDX6_cnv,0.000807859,5.813269e-05,-0.0068537835,0.0029893466,0.0038752183,-0.0047595776,-0.011426389,0.012758208
SLC9C2_cnv,0.000807859,5.813269e-05,-0.0068537835,0.0029893466,0.0038752183,-0.0047595776,-0.011426389,0.012758208
ANKRD45_cnv,0.000808415,5.6182966e-05,-0.006852355,0.002990732,0.003872755,-0.004757517,-0.011419848,0.012754297
KLHL20_cnv,0.000808415,5.6182966e-05,-0.006852355,0.002990732,0.003872755,-0.004757517,-0.011419848,0.012754297
RN7SKP160_cnv,0.000808415,5.6182966e-05,-0.006852355,0.002990732,0.003872755,-0.004757517,-0.011419848,0.012754297
CENPL_cnv,0.0008076243,5.894387e-05,-0.006854389,0.0029887543,0.003876227,-0.004760483,-0.011429187,0.012759877
DARS2_cnv,0.00080459844,6.9603324e-05,-0.0068621803,0.0029811687,0.0038895998,-0.004771826,-0.011464985,0.0127813
GAS5_cnv,0.00079995394,8.595036e-05,-0.006874144,0.0029695323,0.0039100973,-0.0047892206,-0.011519864,0.012814148
ZBTB37_cnv,0.00079593714,0.00010012742,-0.0068845134,0.00295944,0.0039278604,-0.0048043,-0.011567477,0.012842646
SERPINC1_cnv,0.0007952554,0.00010253396,-0.00688627,0.0029577282,0.0039308714,-0.0048068557,-0.011575554,0.01284748
RNA5SP67_cnv,0.00079423375,0.00010611117,-0.0068888925,0.0029551815,0.0039353706,-0.0048106685,-0.01158759,0.01285468
RC3H1_cnv,0.000795844,0.0001004003,-0.006884724,0.0029592477,0.003928243,-0.0048046014,-0.011568431,0.0128432065
RNA5SP68_cnv,0.00079423375,0.00010611117,-0.0068888925,0.0029551815,0.0039353706,-0.0048106685,-0.01158759,0.01285468
RABGAP1L_cnv,0.00077633746,0.00016944925,-0.0069350824,0.0029100794,0.0040142266,-0.0048779934,-0.011799889,0.012981867
GPR52_cnv,0.00077426806,0.00017674756,-0.006940404,0.0029048761,0.0040233005,-0.004885757,-0.011824349,0.012996528
CACYBP_cnv,0.00077426806,0.00017674756,-0.006940402,0.0029048761,0.0040233005,-0.0048857564,-0.011824347,0.012996528
MRPS14_cnv,0.00079010706,0.00012069987,-0.0068995394,0.0029448029,0.003953566,-0.004826178,-0.011636518,0.012883981
TNN_cnv,0.00077076536,0.00018910528,-0.0069494005,0.0028960747,0.0040385947,-0.0048988913,-0.011865737,0.013021341
KIAA0040_cnv,0.0007697046,0.0001928613,-0.0069521368,0.0028933939,0.0040432494,-0.0049028816,-0.01187831,0.0130288815
TNR_cnv,0.00076408964,0.00021269475,-0.0069665704,0.0028792555,0.0040677898,-0.0049239728,-0.011944754,0.013068708
SCARNA3_cnv,0.00076408964,0.00021269475,-0.0069665685,0.002879255,0.0040677898,-0.0049239723,-0.011944754,0.013068708
PAPPA2_cnv,0.0007625874,0.00021801516,-0.006970428,0.0028754734,0.004074363,-0.004929626,-0.011962561,0.0130793825
ASTN1_cnv,0.0007625874,0.00021801516,-0.006970428,0.0028754734,0.004074362,-0.004929626,-0.011962561,0.0130793825
SEC16B_cnv,0.00077241194,0.00018325076,-0.0069451258,0.002900214,0.0040313117,-0.0048927017,-0.011846183,0.013009634
RASAL2_cnv,0.00077812746,0.00016302057,-0.006930409,0.0029146243,0.004006273,-0.0048712017,-0.01177845,0.012969039
TEX35_cnv,0.00077899266,0.0001599635,-0.0069281794,0.0029168045,0.0040024733,-0.0048679477,-0.011768192,0.0129628945
C1ORF220_cnv,0.00077899266,0.0001599635,-0.0069281794,0.0029168045,0.0040024733,-0.0048679477,-0.011768192,0.0129628945
RNA5SP69_cnv,0.00077899266,0.0001599635,-0.0069281794,0.0029168045,0.0040024733,-0.0048679477,-0.011768192,0.0129628945
RALGPS2_cnv,0.0007789964,0.00015989225,-0.0069281273,0.0029168744,0.004002397,-0.0048678713,-0.011767941,0.012962753
ANGPTL1_cnv,0.00077895634,0.0001600259,-0.0069282185,0.0029167966,0.0040025683,-0.0048680007,-0.0117683485,0.012962999
FAM20B_cnv,0.00077895634,0.0001600259,-0.0069282185,0.0029167966,0.0040025683,-0.0048680007,-0.0117683485,0.012962999
TOR3A_cnv,0.0007785652,0.00016139448,-0.00692923,0.0029158178,0.004004282,-0.0048694643,-0.011772968,0.012965759
ABL2_cnv,0.00077665783,0.00016814773,-0.006934153,0.0029110038,0.00401266,-0.0048766444,-0.011795603,0.012979309
SOAT1_cnv,0.00077392533,0.00017784303,-0.006941218,0.0029041036,0.004024689,-0.0048869485,-0.011828072,0.01299875
AXDND1_cnv,0.0007693488,0.00019401638,-0.006952988,0.0028925794,0.0040447153,-0.0049041477,-0.011882264,0.013031222
NPHS2_cnv,0.0007708799,0.00018861191,-0.006949054,0.0028964332,0.0040380247,-0.0048984,-0.011864154,0.013020368
TDRD5_cnv,0.00076874346,0.00019612629,-0.0069545265,0.0028910781,0.0040473454,-0.004906412,-0.011889361,0.013035479
FAM163A_cnv,0.000771435,0.0001865942,-0.0069475863,0.002897875,0.0040355492,-0.0048962906,-0.011857428,0.0130163515
TOR1AIP2_cnv,0.000771435,0.0001865942,-0.0069475863,0.002897875,0.0040355492,-0.0048962906,-0.011857428,0.0130163515
TOR1AIP1_cnv,0.000771435,0.0001865942,-0.0069475863,0.002897875,0.00403555,-0.0048962906,-0.011857428,0.0130163515
RN7SL230P_cnv,0.000771435,0.0001865942,-0.0069475863,0.002897875,0.00403555,-0.0048962906,-0.011857428,0.0130163515
CEP350_cnv,0.0007617958,0.00022076885,-0.0069724247,0.002873525,0.0040777875,-0.0049325842,-0.011971809,0.013084888
QSOX1_cnv,0.0007617958,0.00022076862,-0.0069724265,0.002873525,0.0040777875,-0.0049325842,-0.011971809,0.013084888
LHX4_cnv,0.00076226704,0.00021907222,-0.006971197,0.0028747227,0.0040756995,-0.004930788,-0.01196615,0.013081497
ACBD6_cnv,0.00075599086,0.00024128519,-0.0069873165,0.0028589056,0.0041030934,-0.004954393,-0.0120404605,0.013126049
XPR1_cnv,0.0007500984,0.00026216055,-0.0070024393,0.002844018,0.0041287746,-0.004976553,-0.01211022,0.013167891
KIAA1614_cnv,0.00075123645,0.00025810814,-0.006999504,0.002846899,0.0041237967,-0.0049722455,-0.012096688,0.013159787
STX6_cnv,0.0007504653,0.00026085926,-0.007001497,0.0028449437,0.0041271765,-0.004975166,-0.012105871,0.013165291
MR1_cnv,0.000749819,0.00026315055,-0.007003151,0.0028433157,0.0041299863,-0.004977597,-0.012113513,0.013169873
IER5_cnv,0.0007512374,0.0002581079,-0.006999504,0.002846899,0.0041237967,-0.0049722455,-0.012096688,0.013159787
CACNA1E_cnv,0.000753209,0.00025108177,-0.00699443,0.0028518927,0.0041151755,-0.004964794,-0.012073254,0.013145742
RNA5SP70_cnv,0.00075257476,0.00025333022,-0.006996056,0.0028502992,0.0041179424,-0.0049671736,-0.0120807495,0.01315023
RN7SKP229_cnv,0.00075094216,0.00025919918,-0.007000286,0.0028461055,0.004125111,-0.004973424,-0.012100341,0.013161983
ZNF648_cnv,0.00075094216,0.00025919918,-0.007000286,0.0028461055,0.004125111,-0.004973424,-0.012100341,0.013161983
GLUL_cnv,0.0007450152,0.00028029596,-0.0070155524,0.0028310828,0.0041509867,-0.004995823,-0.0121707935,0.013204225
TEDDM1_cnv,0.0007450143,0.00028029596,-0.0070155505,0.0028310828,0.0041509867,-0.004995823,-0.0121707935,0.013204225
LINC00272_cnv,0.00074379146,0.00028465874,-0.0070187002,0.0028279717,0.004156351,-0.005000459,-0.012185369,0.01321296
RGSL1_cnv,0.0007431526,0.00028689438,-0.0070203245,0.0028263838,0.004159077,-0.0050028325,-0.012192851,0.013217436
RNASEL_cnv,0.0007420182,0.00029095984,-0.007023262,0.0028234883,0.004164052,-0.005007148,-0.012206402,0.0132255815
RGS16_cnv,0.000739865,0.0002986202,-0.007028781,0.0028180256,0.0041733747,-0.0050152796,-0.012231933,0.013240907
RGS8_cnv,0.0007392317,0.00030086795,-0.007030405,0.0028164266,0.0041761054,-0.0050176606,-0.012239443,0.0132454075
NPL_cnv,0.0007257564,0.0003488341,-0.0070650037,0.0027822321,0.0042345617,-0.0050685713,-0.012399429,0.013341425
DHX9_cnv,0.00071640126,0.00038209744,-0.0070889555,0.0027585197,0.004274996,-0.005103878,-0.012510311,0.013407988
SHCBP1L_cnv,0.00071630813,0.00038245367,-0.0070892107,0.0027582631,0.004275418,-0.005104247,-0.012511482,0.013408694
RNA5SP71_cnv,0.0007153433,0.00038588,-0.007091673,0.0027558194,0.0042795734,-0.005107884,-0.012522904,0.013415551
LAMC1_cnv,0.0007153433,0.00038588,-0.007091673,0.0027558198,0.0042795734,-0.005107884,-0.012522906,0.013415551
LAMC2_cnv,0.0007153265,0.00038593868,-0.0070917103,0.002755775,0.0042796386,-0.0051079527,-0.0125231,0.013415668
NMNAT2_cnv,0.0007164208,0.0003820709,-0.007088946,0.0027585244,0.0042749606,-0.0051038447,-0.012510225,0.013407938
SMG7_cnv,0.0007189838,0.0003729877,-0.007082412,0.002765011,0.0042639254,-0.005094191,-0.012479948,0.013389743
NCF2_cnv,0.0007189838,0.0003729877,-0.007082412,0.002765011,0.0042639254,-0.005094191,-0.012479948,0.013389743
ARPC5_cnv,0.00071958266,0.00037084427,-0.0070808716,0.0027665421,0.004261325,-0.005091917,-0.012472803,0.013385449
RGL1_cnv,0.00071958266,0.00037084427,-0.0070808716,0.0027665421,0.004261325,-0.005091917,-0.012472803,0.013385449
APOBEC4_cnv,0.00071958266,0.00037084427,-0.0070808716,0.0027665421,0.004261325,-0.005091917,-0.012472803,0.013385449
COLGALT2_cnv,0.0007429067,0.00028772815,-0.0070209317,0.0028257957,0.0041601043,-0.0050037163,-0.01219563,0.013219142
TSEN15_cnv,0.0007429067,0.00028772815,-0.0070209317,0.0028257957,0.0041601043,-0.0050037163,-0.01219563,0.013219142
RN7SL654P_cnv,0.0007420145,0.0002909049,-0.0070232265,0.002823526,0.004163985,-0.005007092,-0.0122062415,0.013225503
EDEM3_cnv,0.0007402925,0.00029707956,-0.007027682,0.0028191223,0.0041715326,-0.005013646,-0.012226831,0.013237854
RNA5SP72_cnv,0.0007429067,0.00028772815,-0.0070209317,0.0028257957,0.0041601043,-0.005003717,-0.01219563,0.013219142
RNF2_cnv,0.0007387707,0.0003025129,-0.007031612,0.0028152503,0.0041781776,-0.005019411,-0.012244964,0.013248718
TRMT1L_cnv,0.00073806103,0.00030506635,-0.0070334505,0.00281343,0.004181293,-0.005022121,-0.012253478,0.013253825
SWT1_cnv,0.00073785987,0.00030576205,-0.0070339516,0.0028129267,0.004182142,-0.005022865,-0.012255805,0.013255225
IVNS1ABP_cnv,0.0007380601,0.00030506635,-0.0070334505,0.00281343,0.004181293,-0.005022121,-0.012253478,0.013253825
HMCN1_cnv,0.0007405998,0.0002960828,-0.0070269518,0.0028198315,0.004170269,-0.005012571,-0.01222346,0.013235816
PRG4_cnv,0.0007573236,0.00023664301,-0.006983932,0.0028622122,0.004097322,-0.004949431,-0.012024861,0.013116705
TPR_cnv,0.0007599145,0.00022741128,-0.0069772545,0.0028687832,0.0040860055,-0.004939627,-0.011994028,0.013098219
OCLM_cnv,0.0007602498,0.00022622338,-0.0069763903,0.0028696358,0.004084537,-0.0049383617,-0.011990041,0.0130958315
PDC_cnv,0.0007602498,0.00022622338,-0.0069763903,0.0028696358,0.004084537,-0.0049383617,-0.011990041,0.0130958315
PTGS2_cnv,0.0007603653,0.00022581685,-0.0069760997,0.002869925,0.0040840376,-0.0049379324,-0.011988696,0.0130950175
PLA2G4A_cnv,0.00076036714,0.0002258243,-0.006976098,0.0028699273,0.004084046,-0.0049379272,-0.011988686,0.0130950175
RN7SKP156_cnv,0.0007541869,0.00024785707,-0.006992016,0.0028542122,0.004110967,-0.0049613155,-0.012062233,0.013139148
RNA5SP73_cnv,0.0007242244,0.00035448652,-0.0070689637,0.0027781818,0.0042411964,-0.0050745364,-0.012418076,0.013352664
RGS18_cnv,0.0007132925,0.00039339345,-0.0070970356,0.0027504424,0.004288623,-0.00511584,-0.012547893,0.013430554
RGS21_cnv,0.0007132925,0.00039339345,-0.0070970356,0.002750442,0.004288623,-0.00511584,-0.012547893,0.013430554
RGS1_cnv,0.0007132925,0.00039339345,-0.0070970356,0.0027504424,0.004288623,-0.00511584,-0.012547893,0.013430554
RGS13_cnv,0.000712228,0.0003971078,-0.007099716,0.0027478104,0.004293141,-0.005119787,-0.012560273,0.013437987
RGS2_cnv,0.00071331114,0.0003932251,-0.007096937,0.0027505741,0.004288449,-0.0051156757,-0.012547366,0.013430237
RN7SKP126_cnv,0.0007137712,0.00039154803,-0.0070957504,0.0027517728,0.004286413,-0.005113895,-0.012541797,0.01342689
UCHL5_cnv,0.0007142229,0.0003899387,-0.0070945974,0.002752917,0.0042844675,-0.005112193,-0.012536453,0.013423682
GLRX2_cnv,0.00071525015,0.00038627023,-0.007091962,0.0027555306,0.00428003,-0.0051083006,-0.012524227,0.013416339
CDC73_cnv,0.00071533676,0.00038597174,-0.0070917495,0.0027557397,0.0042796703,-0.0051079774,-0.012523223,0.013415738
B3GALT2_cnv,0.0007162746,0.0003825887,-0.007089326,0.0027581602,0.00427559,-0.0051044044,-0.012511995,0.013408998
KCNT2_cnv,0.0007197391,0.00037026894,-0.0070804395,0.002766972,0.0042606285,-0.0050912905,-0.01247083,0.013384284
CFH_cnv,0.00071977545,0.00037014158,-0.0070803445,0.0027670553,0.004260473,-0.00509116,-0.012470409,0.013384035
CFHR1_cnv,0.0007186178,0.00037428667,-0.007083323,0.0027640946,0.004265488,-0.0050955606,-0.012484223,0.013392335
CFHR2_cnv,0.00071857683,0.0003744231,-0.0070834197,0.0027639978,0.0042656604,-0.005095714,-0.01248469,0.013392612
CFHR3_cnv,0.00072020665,0.00036858884,-0.0070792288,0.0027681664,0.0042585926,-0.005089515,-0.012465239,0.013380936
CFHR4_cnv,0.00071674027,0.00038100313,-0.0070881434,0.0027593044,0.0042736074,-0.0051026903,-0.012506587,0.013405758
CFHR5_cnv,0.0007202467,0.00036845682,-0.007079128,0.0027682562,0.004258438,-0.0050893733,-0.012464788,0.013380667
F13B_cnv,0.0007126797,0.00039555458,-0.007098593,0.0027489047,0.004291217,-0.005118133,-0.012555081,0.01343487
ASPM_cnv,0.0007102573,0.0004042103,-0.007104803,0.002742725,0.0043016477,-0.0051273103,-0.012583872,0.013452163
ZBTB41_cnv,0.000705448,0.00042143743,-0.0071171504,0.0027304338,0.00432239,-0.0051455856,-0.01264119,0.013486599
CRB1_cnv,0.0007084245,0.0004107915,-0.0071095303,0.0027380362,0.004309602,-0.0051342887,-0.012605775,0.013465308
DENND1B_cnv,0.00069705676,0.00045145513,-0.0071386676,0.002709018,0.004358514,-0.005177412,-0.012741027,0.013546577
LHX9_cnv,0.00068735797,0.0004861562,-0.0071634986,0.0026842845,0.004400151,-0.00521417,-0.012856288,0.013615841
NEK7_cnv,0.00068469625,0.0004956827,-0.0071703102,0.002677484,0.00441158,-0.0052242675,-0.01288794,0.013634868
ATP6V1G3_cnv,0.0006824862,0.0005035894,-0.0071759634,0.0026718518,0.0044210525,-0.005232645,-0.012914209,0.013650659
PTPRC_cnv,0.0006824862,0.0005035894,-0.0071759634,0.0026718522,0.0044210525,-0.005232645,-0.012914209,0.0136506595
MIR181A1HG_cnv,0.0006824862,0.0005035894,-0.0071759634,0.0026718522,0.0044210525,-0.005232645,-0.012914209,0.013650659
NR5A2_cnv,0.0006080903,0.0007721889,-0.0073661283,0.002480125,0.004737082,-0.0055168243,-0.013802394,0.014185222
LINC00862_cnv,0.0006075334,0.0007741868,-0.007367544,0.002478688,0.004739403,-0.0055189505,-0.0138090085,0.01418921
ZNF281_cnv,0.0006075334,0.0007741868,-0.007367544,0.002478688,0.004739403,-0.0055189505,-0.0138090085,0.01418921
KIF14_cnv,0.0006075334,0.00077418704,-0.007367544,0.002478688,0.004739403,-0.00551895,-0.013809007,0.014189211
DDX59_cnv,0.0006075334,0.00077418727,-0.007367544,0.0024786885,0.004739403,-0.0055189505,-0.013809007,0.014189211
CAMSAP2_cnv,0.00060686376,0.00077662594,-0.0073692556,0.0024769488,0.0047422266,-0.005521519,-0.013817022,0.014194048
GPR25_cnv,0.0006051073,0.00078290654,-0.0073736906,0.0024724314,0.004749528,-0.0055281986,-0.013837822,0.014206587
KIF21B_cnv,0.0006046435,0.0007845906,-0.007374868,0.002471245,0.0047514653,-0.005529963,-0.013843337,0.014209911
CACNA1S_cnv,0.0006046435,0.0007845906,-0.007374868,0.002471245,0.0047514653,-0.005529963,-0.013843337,0.014209911
ASCL5_cnv,0.00060517807,0.0007826525,-0.0073735043,0.0024726172,0.00474923,-0.005527923,-0.013836974,0.014206075
TMEM9_cnv,0.0006046435,0.0007845904,-0.007374868,0.002471245,0.0047514653,-0.005529963,-0.013843339,0.014209911
IGFN1_cnv,0.0006043194,0.000785758,-0.007375693,0.0024704086,0.0047528194,-0.005531215,-0.013847198,0.014212229
PKP1_cnv,0.0006042365,0.0007860479,-0.007375879,0.0024702419,0.0047531268,-0.0055315136,-0.013848104,0.014212766
TNNT2_cnv,0.0006046891,0.0007844018,-0.0073747225,0.0024714135,0.004751223,-0.0055297837,-0.013842693,0.0142095
LAD1_cnv,0.00060672034,0.00077705807,-0.007369561,0.002476654,0.0047427053,-0.0055220164,-0.013818484,0.014194911
TNNI1_cnv,0.0006046891,0.0007844018,-0.0073747206,0.0024714135,0.004751223,-0.0055297837,-0.013842693,0.0142095
PHLDA3_cnv,0.00060672034,0.00077705807,-0.007369561,0.002476654,0.004742707,-0.0055220164,-0.013818484,0.014194911
CSRP1_cnv,0.00061183237,0.0007585399,-0.00735653,0.002489891,0.0047211954,-0.0055024126,-0.013757402,0.014158102
RPS10P7_cnv,0.00061183237,0.0007585399,-0.00735653,0.002489891,0.0047211954,-0.0055024126,-0.013757402,0.014158102
NAV1_cnv,0.0006203549,0.00072765653,-0.00733478,0.002511914,0.0046852967,-0.005469782,-0.013655568,0.01409675
IPO9_cnv,0.00062447414,0.0007127235,-0.0073242597,0.002522579,0.0046678977,-0.005453985,-0.013606273,0.014067074
SHISA4_cnv,0.00062541943,0.00070928223,-0.007321831,0.0025250367,0.0046638986,-0.005450353,-0.013594929,0.014060233
LMOD1_cnv,0.00062447414,0.0007127235,-0.0073242597,0.0025225794,0.0046678977,-0.0054539847,-0.013606273,0.014067074
TIMM17A_cnv,0.0006250469,0.0007106664,-0.007322807,0.0025240444,0.0046654986,-0.0054518105,-0.01359948,0.014062987
RNPEP_cnv,0.00061558373,0.0007450273,-0.0073469635,0.0024995012,0.004705346,-0.0054881214,-0.013712732,0.01413123
ELF3_cnv,0.000624991,0.0007108678,-0.0073229503,0.0025238954,0.0046657296,-0.005452023,-0.013600154,0.014063392
GPR37L1_cnv,0.00059092976,0.00083458726,-0.007409867,0.0024355343,0.004809051,-0.0055827503,-0.014007792,0.014309039
ARL8A_cnv,0.000592649,0.00082835485,-0.0074054953,0.0024399785,0.0048018554,-0.005576163,-0.013987264,0.014296672
PTPN7_cnv,0.00058593135,0.0008527241,-0.0074225925,0.0024225796,0.004830026,-0.0056019183,-0.014067529,0.0143450415
PTPRVP_cnv,0.00058593135,0.0008527241,-0.0074225925,0.002422579,0.004830026,-0.005601918,-0.014067529,0.014345042
LGR6_cnv,0.0005806284,0.00087203365,-0.0074360985,0.0024087718,0.0048522027,-0.0056223194,-0.014131034,0.014383345
UBE2T_cnv,0.00057140924,0.0009056383,-0.007459579,0.0023847627,0.004890709,-0.005657792,-0.014241468,0.014449946
PPP1R12B_cnv,0.0005669147,0.00092202635,-0.0074710175,0.0023730532,0.0049094455,-0.005675081,-0.014295297,0.014482416
