,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
CLTC_cnv,0.002194629,-0.003886912,-0.003071553,0.005710859,-0.0039096037,-0.00032517128,0.0037698457,0.0041252673
PTRH2_cnv,0.002194629,-0.003886912,-0.003071553,0.005710859,-0.0039096037,-0.00032517128,0.0037698457,0.0041252673
VMP1_cnv,0.002186467,-0.0038724393,-0.0030954666,0.005701988,-0.0038494533,-0.00034413952,0.0036922484,0.0041643996
TUBD1_cnv,0.0021788822,-0.0038591223,-0.0031177653,0.005693852,-0.0037931376,-0.00036167353,0.0036201882,0.0042006224
RPS6KB1_cnv,0.0021711038,-0.0038452586,-0.003140566,0.005685336,-0.0037358291,-0.00037981197,0.003546102,0.0042380188
RNFT1_cnv,0.0021711038,-0.0038452586,-0.003140566,0.005685336,-0.0037358291,-0.00037981197,0.0035461022,0.0042380188
HEATR6_cnv,0.002168145,-0.0038399827,-0.0031491918,0.005682096,-0.0037142104,-0.00038670842,0.0035180142,0.0042522238
CA4_cnv,0.0021683127,-0.0038403058,-0.003148661,0.0056822943,-0.0037155366,-0.00038628466,0.0035197332,0.004251357
USP32_cnv,0.0021717288,-0.003846028,-0.003139263,0.005685798,-0.0037389705,-0.00037871487,0.00355038,0.0042358204
RPL12P38_cnv,0.0021735951,-0.003849228,-0.0031340234,0.0056877676,-0.0037520449,-0.0003745081,0.003567446,0.004227171
APPBP2_cnv,0.0021730326,-0.0038481588,-0.003135738,0.0056871036,-0.0037477417,-0.00037588552,0.0035618278,0.0042300085
PPM1D_cnv,0.0021730317,-0.0038481578,-0.003135739,0.0056871027,-0.0037477412,-0.00037588645,0.0035618278,0.0042300085
BCAS3_cnv,0.0021723788,-0.0038468624,-0.003137811,0.005686295,-0.0037425407,-0.00037754513,0.0035550534,0.0042334306
RN7SL606P_cnv,0.0021726554,-0.003847381,-0.0031369692,0.005686622,-0.003744639,-0.00037687737,0.0035577866,0.00423204
RN7SL448P_cnv,0.0021723788,-0.0038468624,-0.003137811,0.005686296,-0.0037425412,-0.0003775442,0.0035550534,0.0042334306
TBX2_cnv,0.0021773577,-0.0038569039,-0.0031218836,0.0056925258,-0.0037825857,-0.00036477856,0.0036072196,0.0042070467
TBX4_cnv,0.0021773577,-0.0038569039,-0.0031218836,0.0056925258,-0.0037825857,-0.00036477856,0.0036072196,0.0042070467
NACA2_cnv,0.002177692,-0.0038575018,-0.0031209039,0.0056928955,-0.0037850458,-0.00036399625,0.0036104205,0.004205433
BRIP1_cnv,0.0021765083,-0.0038553206,-0.0031244215,0.0056915544,-0.0037762355,-0.00036681164,0.0035989364,0.004211247
INTS2_cnv,0.0021777144,-0.0038575325,-0.0031208452,0.005692919,-0.0037851902,-0.00036394782,0.003610607,0.0042053387
MED13_cnv,0.0021763947,-0.003855097,-0.0031247735,0.005691411,-0.0037753503,-0.0003670957,0.0035977713,0.00421183
RN7SL800P_cnv,0.0021763667,-0.0038550338,-0.0031248666,0.005691369,-0.003775123,-0.00036717486,0.003597463,0.004211996
TBC1D3P2_cnv,0.0021704026,-0.0038440628,-0.003142518,0.005684602,-0.0037309239,-0.00038138032,0.0035397043,0.004241267
EFCAB3_cnv,0.0021621305,-0.003828857,-0.0031669578,0.005675208,-0.0036697723,-0.00040108152,0.0034596846,0.004281841
METTL2A_cnv,0.0021621305,-0.003828857,-0.0031669578,0.005675208,-0.0036697723,-0.00040108152,0.0034596846,0.004281841
TLK2_cnv,0.0021621315,-0.003828858,-0.0031669578,0.005675208,-0.0036697723,-0.00040108152,0.0034596846,0.004281841
MRC2_cnv,0.0021609403,-0.003826662,-0.0031704605,0.005673849,-0.0036610146,-0.00040392578,0.0034481732,0.004287687
MARCH10_cnv,0.0021609394,-0.003826662,-0.0031704605,0.005673849,-0.0036610146,-0.00040392578,0.0034481732,0.004287687
TANC2_cnv,0.0021751728,-0.003852874,-0.0031284075,0.0056900512,-0.0037661828,-0.0003700154,0.0035859162,0.0042178137
CYB561_cnv,0.0021761172,-0.0038545877,-0.0031256108,0.005691109,-0.0037732017,-0.00036777556,0.0035950236,0.0042132125
ACE_cnv,0.0021765046,-0.0038552852,-0.0031244718,0.0056915404,-0.0037760576,-0.000366861,0.0035987343,0.004211335
KCNH6_cnv,0.0021765037,-0.0038552852,-0.0031244718,0.0056915395,-0.0037760576,-0.00036686007,0.0035987343,0.004211335
DCAF7_cnv,0.0021765037,-0.0038552852,-0.0031244718,0.0056915395,-0.0037760576,-0.00036686007,0.0035987343,0.004211335
TACO1_cnv,0.0021796413,-0.0038609477,-0.0031152125,0.00569503,-0.0037993444,-0.00035946257,0.0036289184,0.0041960906
MAP3K3_cnv,0.0021777367,-0.0038575232,-0.0031208387,0.005692915,-0.0037851683,-0.00036395155,0.0036105919,0.0042053345
LIMD2_cnv,0.0021816203,-0.003864524,-0.0031093508,0.005697241,-0.003814118,-0.00035477243,0.0036480161,0.0041864538
STRADA_cnv,0.0021816203,-0.003864524,-0.0031093508,0.005697241,-0.003814118,-0.00035477243,0.0036480161,0.0041864538
CCDC47_cnv,0.0021816194,-0.003864524,-0.0031093508,0.005697241,-0.0038141175,-0.00035477243,0.0036480161,0.0041864538
DDX42_cnv,0.002175332,-0.0038531357,-0.0031278748,0.0056902077,-0.0037676427,-0.0003696233,0.0035875905,0.004217022
FTSJ3_cnv,0.0021700663,-0.0038436214,-0.0031433897,0.005684334,-0.0037286864,-0.0003820369,0.0035370097,0.0042425934
PSMC5_cnv,0.0021700663,-0.0038436214,-0.0031433897,0.005684334,-0.0037286864,-0.0003820369,0.0035370097,0.0042425934
SMARCD2_cnv,0.0021700663,-0.0038436214,-0.0031433897,0.005684334,-0.0037286864,-0.0003820369,0.0035370097,0.0042425934
TCAM1P_cnv,0.0021672025,-0.003838365,-0.0031518275,0.0056810826,-0.0037075826,-0.00038884766,0.003509362,0.004256625
CSH1_cnv,0.002164172,-0.003832779,-0.0031607766,0.005677636,-0.0036851945,-0.0003960654,0.003480048,0.0042715003
CSH2_cnv,0.0021638973,-0.0038322713,-0.003161586,0.005677319,-0.0036831787,-0.00039672293,0.0034773955,0.0042728437
CSHL1_cnv,0.0021642512,-0.0038329186,-0.0031605475,0.0056777177,-0.0036857822,-0.00039587822,0.0034808172,0.004271104
GH2_cnv,0.0021638293,-0.0038321475,-0.0031617824,0.005677254,-0.0036826823,-0.00039687753,0.003476744,0.0042731776
GH1_cnv,0.002163508,-0.0038315663,-0.003162723,0.0056768795,-0.0036803419,-0.00039764307,0.0034736674,0.004274731
CD79B_cnv,0.0021638786,-0.0038322425,-0.003161637,0.005677297,-0.0036830548,-0.00039676297,0.0034772283,0.004272921
SCN4A_cnv,0.0021642921,-0.003832995,-0.0031604283,0.005677757,-0.0036860807,-0.0003957823,0.0034812093,0.0042708986
ICAM2_cnv,0.002165676,-0.0038355403,-0.00315635,0.0056793336,-0.0036962745,-0.00039248914,0.003494583,0.00426412
ERN1_cnv,0.0021661045,-0.003836316,-0.0031550918,0.005679827,-0.0036994033,-0.00039147492,0.0034986823,0.0042620455
SNORD104_cnv,0.0021676105,-0.0038390867,-0.0031506596,0.0056815455,-0.0037104823,-0.00038788747,0.0035132184,0.0042546606
TEX2_cnv,0.0021677744,-0.0038393885,-0.003150181,0.005681725,-0.0037116692,-0.0003874991,0.003514782,0.004253868
MILR1_cnv,0.0021683956,-0.0038405182,-0.0031483695,0.0056824284,-0.0037162402,-0.00038601458,0.003520755,0.0042508245
POLG2_cnv,0.0021681935,-0.0038401447,-0.0031489702,0.0056821965,-0.0037147342,-0.00038649607,0.0035187844,0.0042518186
DDX5_cnv,0.0021683928,-0.0038405089,-0.0031483881,0.005682417,-0.003716195,-0.00038602296,0.0035206992,0.0042508435
CEP95_cnv,0.0021683918,-0.0038405089,-0.0031483881,0.005682417,-0.0037161945,-0.0003860239,0.0035206992,0.0042508435
SMURF2_cnv,0.0021683918,-0.0038405089,-0.003148389,0.005682417,-0.0037161945,-0.00038602296,0.0035206992,0.0042508435
LRRC37A3_cnv,0.0022623464,-0.0040012226,-0.0028689094,0.0057793707,-0.004428824,-0.0001719771,0.004412558,0.0038066586
RN7SL404P_cnv,0.0022623464,-0.0040012226,-0.0028689085,0.0057793716,-0.0044288244,-0.00017197616,0.004412558,0.0038066586
SLC16A6P1_cnv,0.0022594323,-0.003996554,-0.0028776675,0.0057766326,-0.0044060973,-0.00017836038,0.0043852534,0.0038200268
AMZ2P1_cnv,0.0022594323,-0.003996554,-0.0028776675,0.0057766326,-0.004406097,-0.00017836038,0.0043852534,0.0038200272
GNA13_cnv,0.0022594323,-0.003996554,-0.0028776675,0.0057766326,-0.004406097,-0.00017836131,0.0043852534,0.0038200272
RGS9_cnv,0.002257511,-0.003993486,-0.0028834557,0.005774839,-0.0043910667,-0.00018256344,0.004367235,0.0038288282
AXIN2_cnv,0.0022539357,-0.0039876243,-0.0028942414,0.005771366,-0.004363196,-0.00019052066,0.0043334197,0.0038454486
CEP112_cnv,0.0022354368,-0.0039574075,-0.0029496942,0.0057534724,-0.0042199953,-0.0002315538,0.0041593625,0.0039310576
APOH_cnv,0.0022321949,-0.0039520934,-0.002959392,0.005750307,-0.0041950196,-0.00023875758,0.0041288864,0.003946073
RNA5SP444_cnv,0.002232194,-0.0039520934,-0.002959391,0.005750307,-0.0041950196,-0.00023875758,0.0041288864,0.003946073
PRKCA_cnv,0.0022321949,-0.0039520934,-0.002959391,0.005750307,-0.0041950196,-0.00023875758,0.004128887,0.003946073
RN7SL735P_cnv,0.0022314219,-0.003950849,-0.0029616347,0.0057495683,-0.0041892547,-0.0002404498,0.004121795,0.003949578
RNA5SP445_cnv,0.0022314219,-0.003950849,-0.0029616347,0.0057495683,-0.0041892547,-0.0002404498,0.004121795,0.003949578
CACNG5_cnv,0.0021646656,-0.0038333246,-0.0031597698,0.0056779385,-0.0036877445,-0.00039526168,0.0034832682,0.0042698476
RNA5SP446_cnv,0.0021646656,-0.0038333256,-0.0031597698,0.0056779385,-0.0036877445,-0.0003952626,0.0034832682,0.0042698476
CACNG4_cnv,0.0021646656,-0.0038333256,-0.0031597689,0.0056779385,-0.0036877445,-0.00039526168,0.0034832682,0.0042698476
CACNG1_cnv,0.0021549035,-0.003815054,-0.0031884266,0.005666554,-0.003616517,-0.0004187692,0.0033886414,0.0043181125
HELZ_cnv,0.002157526,-0.0038199695,-0.0031807348,0.0056696218,-0.0036356244,-0.00041245017,0.0034140632,0.004305143
RNA5SP447_cnv,0.0021468727,-0.0038000308,-0.0032120747,0.005657208,-0.003557668,-0.0004381109,0.003310665,0.004357842
PSMD12_cnv,0.0021418687,-0.003790427,-0.0032267421,0.005651178,-0.003521483,-0.00045035407,0.0032617946,0.004382925
PITPNC1_cnv,0.0021376489,-0.0037824614,-0.0032391464,0.005646201,-0.0034907153,-0.00046057347,0.0032207447,0.004403897
RN7SL756P_cnv,0.0021204818,-0.003749366,-0.0032892618,0.005625371,-0.0033673653,-0.00050269626,0.0030532235,0.0044900486
NOL11_cnv,0.0021053692,-0.0037199147,-0.0033333702,0.0056067836,-0.0032591494,-0.00054003485,0.0029052426,0.004566352
SNORA38B_cnv,0.0021053692,-0.0037199147,-0.0033333702,0.0056067836,-0.0032591494,-0.00054003485,0.0029052426,0.004566352
BPTF_cnv,0.0021026572,-0.0037146215,-0.0033412166,0.0056034327,-0.0032399567,-0.00054673944,0.0028788096,0.0045800125
RN7SL622P_cnv,0.002105468,-0.003720208,-0.0033329902,0.005606981,-0.0032600495,-0.00053970236,0.0029065653,0.0045656613
KPNA2_cnv,0.0021057194,-0.0037207296,-0.0033322144,0.0056073144,-0.0032619573,-0.00053904764,0.0029091667,0.0045643277
LINC00674_cnv,0.0021143015,-0.0037375283,-0.0033072066,0.0056179455,-0.0033232202,-0.00051778834,0.002993252,0.004520906
LRRC37A16P_cnv,0.0021143015,-0.0037375283,-0.0033072066,0.0056179455,-0.0033232202,-0.00051778834,0.002993252,0.004520906
AMZ2_cnv,0.002127855,-0.003763807,-0.003267712,0.005634525,-0.0034202114,-0.00048441812,0.003125629,0.004452712
ARSG_cnv,0.0021295603,-0.0037670834,-0.0032627285,0.0056365775,-0.0034324867,-0.00048024487,0.003142249,0.0044441726
SLC16A6_cnv,0.0021352489,-0.0037780525,-0.0032461612,0.005643486,-0.0034732227,-0.00046628807,0.0031976816,0.004415635
PRKAR1A_cnv,0.0021352489,-0.0037780525,-0.0032461612,0.005643487,-0.0034732232,-0.00046628807,0.0031976816,0.004415635
WIPI1_cnv,0.0021352489,-0.0037780525,-0.003246162,0.005643487,-0.0034732232,-0.00046628807,0.0031976814,0.004415635
FAM20A_cnv,0.002137497,-0.0037823329,-0.0032396354,0.005646169,-0.0034893118,-0.00046082307,0.0032194569,0.0044044564
ABCA8_cnv,0.0022693072,-0.0040121498,-0.002848016,0.0057857307,-0.004483235,-0.00015689712,0.0044773137,0.003775116
ABCA9_cnv,0.0022693072,-0.0040121498,-0.002848017,0.0057857307,-0.004483234,-0.00015689712,0.0044773137,0.0037751156
ABCA6_cnv,0.0022693183,-0.004012158,-0.0028479863,0.0057857307,-0.0044833045,-0.00015688129,0.004477399,0.00377507
ABCA10_cnv,0.0022693072,-0.0040121498,-0.002848017,0.0057857297,-0.004483234,-0.00015689712,0.0044773137,0.003775116
ABCA5_cnv,0.0022693202,-0.004012157,-0.0028479826,0.0057857297,-0.004483305,-0.00015688315,0.004477399,0.0037750704
MAP2K6_cnv,0.0022687614,-0.0040112743,-0.0028496645,0.005785214,-0.004478904,-0.00015809666,0.004472183,0.0037776073
KCNJ16_cnv,0.0022687614,-0.0040112743,-0.0028496655,0.005785214,-0.0044789035,-0.00015809666,0.0044721826,0.0037776073
KCNJ2_cnv,0.0022687614,-0.0040112743,-0.0028496655,0.005785214,-0.0044789035,-0.00015809666,0.004472183,0.0037776073
SOX9_cnv,0.002296905,-0.0040537184,-0.0027652131,0.005809577,-0.004700538,-9.865593e-05,0.0047309585,0.0036525964
LINC00511_cnv,0.0022986531,-0.0040563466,-0.002759928,0.0058110747,-0.0047144275,-9.497255e-05,0.0047470788,0.0036448324
SLC39A11_cnv,0.002296337,-0.0040529,-0.0027669156,0.005809117,-0.0046960227,-9.982567e-05,0.004725799,0.0036550658
RN7SKP180_cnv,0.002288863,-0.0040417574,-0.0027893726,0.005802757,-0.004636957,-0.00011550728,0.0046572373,0.0036880882
SSTR2_cnv,0.0022907453,-0.004044568,-0.0027837101,0.00580436,-0.00465185,-0.00011155289,0.004674522,0.0036797603
COG1_cnv,0.002291725,-0.004046059,-0.0027807988,0.00580523,-0.0046594357,-0.00010947324,0.004683499,0.0036754017
FAM104A_cnv,0.0022844318,-0.004035184,-0.0028027277,0.0057990197,-0.0046017487,-0.00012478139,0.004616565,0.003707637
CPSF4L_cnv,0.0022829203,-0.0040329136,-0.0028072782,0.0057977205,-0.004589799,-0.00012796372,0.0046026595,0.0037143403
CDC42EP4_cnv,0.0022829203,-0.0040329136,-0.0028072782,0.0057977205,-0.004589799,-0.00012796372,0.0046026595,0.0037143403
SDK2_cnv,0.0022808742,-0.0040298505,-0.0028134156,0.0057959715,-0.0045736767,-0.00013226457,0.0045838915,0.0037233932
LINC00469_cnv,0.0023035444,-0.0040638745,-0.002744603,0.005815372,-0.0047549377,-8.440949e-05,0.0047936523,0.0036225216
BTBD17_cnv,0.0023065582,-0.004068327,-0.00273534,0.0058178874,-0.0047794892,-7.809326e-05,0.004821644,0.0036091586
CD300A_cnv,0.0023051677,-0.0040662615,-0.0027396344,0.005816724,-0.004768118,-8.1012025e-05,0.0048086913,0.0036153318
CD300C_cnv,0.0023051677,-0.0040662615,-0.0027396344,0.005816724,-0.004768118,-8.1012025e-05,0.0048086913,0.0036153318
CD300E_cnv,0.0023065582,-0.004068327,-0.00273534,0.0058178874,-0.0047794892,-7.809326e-05,0.004821644,0.0036091586
CD300LB_cnv,0.0023070574,-0.0040690443,-0.0027338453,0.005818297,-0.004783451,-7.705763e-05,0.0048261913,0.0036069853
CD300LD_cnv,0.0023069084,-0.004068846,-0.0027342644,0.005818179,-0.004782335,-7.7356584e-05,0.0048248926,0.003607607
CD300LF_cnv,0.002306832,-0.0040687295,-0.0027345037,0.0058181128,-0.0047817016,-7.75205e-05,0.00482417,0.003607952
DNAI2_cnv,0.0023070574,-0.0040690443,-0.0027338453,0.005818297,-0.004783451,-7.705763e-05,0.0048261913,0.0036069853
GPR142_cnv,0.0023070574,-0.0040690443,-0.0027338453,0.005818297,-0.004783451,-7.705763e-05,0.0048261913,0.0036069853
GPRC5C_cnv,0.0023070574,-0.0040690443,-0.0027338453,0.005818297,-0.004783451,-7.705763e-05,0.0048261913,0.0036069853
KIF19_cnv,0.0023070574,-0.0040690443,-0.0027338453,0.005818297,-0.004783451,-7.705763e-05,0.0048261913,0.0036069853
RAB37_cnv,0.002306967,-0.0040689157,-0.0027341219,0.005818221,-0.004782725,-7.7244826e-05,0.0048253695,0.00360737
RNA5SP448_cnv,0.0023070574,-0.0040690443,-0.0027338453,0.005818297,-0.004783451,-7.705763e-05,0.0048261913,0.0036069853
RPL38_cnv,0.0023070937,-0.004069087,-0.0027337428,0.0058183214,-0.004783714,-7.699337e-05,0.004826486,0.0036068526
TTYH2_cnv,0.0023072157,-0.004069277,-0.0027333573,0.0058184266,-0.0047847447,-7.672794e-05,0.0048276614,0.0036062854
SLC9A3R1_cnv,0.0023474107,-0.004124853,-0.0026108678,0.005848881,-0.005112497,4.1872263e-06,0.005192277,0.0034342138
NAT9_cnv,0.0023475345,-0.0041250167,-0.0026104832,0.0058489665,-0.005113524,4.428439e-06,0.005193386,0.0034336932
TMEM104_cnv,0.0023475345,-0.0041250167,-0.0026104841,0.0058489665,-0.0051135235,4.4275075e-06,0.005193386,0.0034336932
GRIN2C_cnv,0.0023478009,-0.0041253697,-0.0026096664,0.0058491556,-0.005115745,4.9564987e-06,0.0051957946,0.003432571
FDXR_cnv,0.0023474116,-0.004124853,-0.0026108678,0.005848881,-0.005112497,4.1872263e-06,0.005192277,0.0034342138
FADS6_cnv,0.0023478344,-0.004125423,-0.002609551,0.0058491854,-0.0051160464,5.0244853e-06,0.005196116,0.0034324247
USH1G_cnv,0.0023494205,-0.0041274847,-0.002604721,0.005850302,-0.005129151,8.13324e-06,0.005210339,0.0034257956
OTOP2_cnv,0.002350049,-0.0041283164,-0.0026027923,0.005850749,-0.005134393,9.376556e-06,0.005216025,0.0034231488
OTOP3_cnv,0.00235005,-0.0041283164,-0.0026027923,0.005850748,-0.0051343925,9.377487e-06,0.0052160244,0.0034231488
HID1_cnv,0.00235005,-0.0041283164,-0.0026027923,0.005850749,-0.0051343925,9.377487e-06,0.005216025,0.0034231488
CDR2L_cnv,0.002348248,-0.0041259415,-0.0026083132,0.005849464,-0.005119478,5.8365986e-06,0.005199802,0.0034307078
KCTD2_cnv,0.0023445394,-0.0041210568,-0.0026196735,0.0058468413,-0.0050887913,-1.440756e-06,0.0051664286,0.0034462684
RN7SL573P_cnv,0.0023445403,-0.0041210568,-0.0026196735,0.0058468413,-0.0050887913,-1.440756e-06,0.005166429,0.0034462688
SLC16A5_cnv,0.002342593,-0.0041184593,-0.0026256489,0.005845447,-0.0050726766,-5.291775e-06,0.0051488485,0.0034544808
ARMC7_cnv,0.002342593,-0.0041184593,-0.0026256489,0.005845447,-0.0050726766,-5.291775e-06,0.0051488485,0.0034544808
NT5C_cnv,0.0023395205,-0.004114286,-0.0026350627,0.0058431933,-0.0050473646,-1.1419877e-05,0.005121004,0.003467551
SUMO2_cnv,0.0023395205,-0.004114286,-0.0026350627,0.0058431933,-0.0050473646,-1.1419877e-05,0.005121004,0.003467551
NUP85_cnv,0.0023287423,-0.004099601,-0.0026679114,0.0058351867,-0.0049592676,-3.295485e-05,0.0050235875,0.0035133832
GGA3_cnv,0.0023239749,-0.0040930975,-0.00268244,0.0058316365,-0.004920303,-4.2485073e-05,0.0049804784,0.0035336711
MRPS7_cnv,0.0023239749,-0.0040930975,-0.00268244,0.0058316365,-0.004920303,-4.2485073e-05,0.0049804784,0.0035336711
MIF4GD_cnv,0.0023216158,-0.004089757,-0.0026896102,0.005829786,-0.004901209,-4.7297217e-05,0.0049589826,0.0035438673
SLC25A19_cnv,0.002323974,-0.0040930985,-0.002682441,0.0058316365,-0.0049203024,-4.2485073e-05,0.004980479,0.0035336707
GRB2_cnv,0.0023101456,-0.0040734718,-0.0027244333,0.0058207475,-0.004808496,-7.071998e-05,0.004854465,0.0035935175
CASKIN2_cnv,0.0023063235,-0.0040680077,-0.0027360357,0.0058177058,-0.0047776597,-7.85552e-05,0.0048195776,0.0036101178
TSEN54_cnv,0.0023061987,-0.004067829,-0.0027364194,0.0058175996,-0.004776655,-7.8815036e-05,0.004818425,0.003610666
LLGL2_cnv,0.0023057144,-0.004067138,-0.0027378723,0.005817213,-0.004772803,-7.98041e-05,0.0048140376,0.003612761
MYO15B_cnv,0.0023051267,-0.004066293,-0.0027396455,0.005816739,-0.004768097,-8.1012025e-05,0.0048086857,0.0036153207
RECQL5_cnv,0.0023048334,-0.0040658712,-0.0027405284,0.0058165016,-0.0047657546,-8.161366e-05,0.0048060184,0.003616591
SMIM5_cnv,0.0023049647,-0.004066053,-0.0027401512,0.005816602,-0.004766764,-8.1356615e-05,0.0048071695,0.0036160452
SMIM6_cnv,0.0023045782,-0.0040654987,-0.0027413135,0.005816289,-0.004763686,-8.214824e-05,0.0048036654,0.003617715
SAP30BP_cnv,0.00232301,-0.004091734,-0.0026853653,0.0058309063,-0.004912449,-4.4431537e-05,0.004971727,0.003537808
ITGB4_cnv,0.002323009,-0.004091734,-0.0026853653,0.0058309063,-0.0049124495,-4.4430606e-05,0.004971727,0.003537808
GALK1_cnv,0.00232301,-0.004091734,-0.0026853643,0.0058309063,-0.004912449,-4.4431537e-05,0.004971727,0.003537808
H3F3B_cnv,0.0023225965,-0.0040911613,-0.002686618,0.005830588,-0.004909107,-4.526507e-05,0.004967982,0.00353958
UNK_cnv,0.0023215683,-0.0040897317,-0.0026897285,0.005829798,-0.00490081,-4.734285e-05,0.0049586827,0.003543979
UNC13D_cnv,0.0023198882,-0.004087393,-0.0026948256,0.0058285007,-0.0048872167,-5.073473e-05,0.004943461,0.0035511847
WBP2_cnv,0.0023194365,-0.004086759,-0.002696205,0.0058281487,-0.004883544,-5.1656738e-05,0.004939343,0.003553138
TRIM47_cnv,0.0023194365,-0.004086759,-0.002696205,0.0058281487,-0.004883544,-5.1656738e-05,0.004939343,0.003553138
TRIM65_cnv,0.002319079,-0.0040862663,-0.0026972797,0.0058278814,-0.004880676,-5.237572e-05,0.0049361163,0.0035546613
MRPL38_cnv,0.002321342,-0.0040893974,-0.0026903953,0.0058296015,-0.00489908,-4.7817826e-05,0.004956633,0.00354497
FBF1_cnv,0.0023332564,-0.004105797,-0.0026541129,0.005838584,-0.004996157,-2.3891218e-05,0.0050645084,0.0034941016
ACOX1_cnv,0.002338117,-0.004112439,-0.0026392955,0.005842209,-0.005035893,-1.4161691e-05,0.0051085055,0.0034733922
TEN1_cnv,0.002338117,-0.0041124383,-0.0026392955,0.005842209,-0.005035893,-1.4162622e-05,0.0051085055,0.0034733918
CDK3_cnv,0.0023401696,-0.0041151773,-0.0026330221,0.005843682,-0.005052786,-1.0111369e-05,0.0051269913,0.0034647468
EVPL_cnv,0.00234076,-0.004115983,-0.0026312135,0.005844121,-0.005057662,-8.930452e-06,0.0051323436,0.0034622313
SRP68_cnv,0.002342105,-0.0041177757,-0.002627098,0.005845082,-0.005068729,-6.277114e-06,0.005144458,0.0034565683
EXOC7_cnv,0.0023453068,-0.004122041,-0.0026173135,0.005847374,-0.005095112,3.9115548e-08,0.0051733023,0.0034430744
GALR2_cnv,0.0023463396,-0.004123412,-0.00261416,0.0058481107,-0.00510362,2.0712614e-06,0.005182586,0.0034387363
ZACN_cnv,0.0023453068,-0.004122041,-0.0026173135,0.005847374,-0.005095112,3.9115548e-08,0.0051733023,0.0034430744
FOXJ1_cnv,0.0023474935,-0.004124935,-0.0026105884,0.0058489144,-0.005113297,4.3315813e-06,0.005193022,0.0034338864
RNF157_cnv,0.0023546815,-0.004134317,-0.0025885897,0.005853911,-0.005172816,1.8362887e-05,0.005257463,0.0034038913
QRICH2_cnv,0.0023558708,-0.004135859,-0.0025849584,0.005854721,-0.0051826346,2.066791e-05,0.005268079,0.0033989535
UBALD2_cnv,0.0023558708,-0.004135859,-0.0025849584,0.005854721,-0.0051826346,2.066791e-05,0.005268079,0.0033989535
PRPSAP1_cnv,0.002354959,-0.004134685,-0.0025877561,0.0058541056,-0.005175069,1.8903986e-05,0.0052599288,0.0034027258
SPHK1_cnv,0.002354863,-0.004134557,-0.0025880486,0.0058540404,-0.005174269,1.871679e-05,0.005259061,0.0034031295
UBE2O_cnv,0.0023538498,-0.004133257,-0.002591161,0.005853353,-0.0051658563,1.6755424e-05,0.0052500092,0.0034073163
AANAT_cnv,0.0023538498,-0.004133257,-0.002591161,0.005853353,-0.0051658563,1.6756356e-05,0.005250009,0.0034073158
RHBDF2_cnv,0.0023538498,-0.004133257,-0.002591161,0.005853353,-0.0051658563,1.6756356e-05,0.005250009,0.0034073158
CYGB_cnv,0.0023643877,-0.004146699,-0.0025587827,0.0058603976,-0.0052536996,3.7061982e-05,0.005344179,0.0033637714
PRCD_cnv,0.0023650452,-0.0041475194,-0.002556773,0.0058608185,-0.005259184,3.831461e-05,0.0053500095,0.003361079
SNHG16_cnv,0.0023649102,-0.00414735,-0.00255718,0.0058607357,-0.005258076,3.806129e-05,0.0053488193,0.0033616247
SNORD1B_cnv,0.0023649102,-0.00414735,-0.00255718,0.0058607357,-0.005258076,3.806129e-05,0.0053488193,0.0033616247
ST6GALNAC2_cnv,0.0023653992,-0.004147959,-0.0025556851,0.0058610486,-0.0052621514,3.8991682e-05,0.005353154,0.0033596233
ST6GALNAC1_cnv,0.0023686327,-0.0041519227,-0.0025457637,0.005863089,-0.005289267,4.5098364e-05,0.005381761,0.0033464935
MXRA7_cnv,0.0023693703,-0.004152815,-0.0025435174,0.00586354,-0.00529539,4.6472065e-05,0.0053882324,0.0033435305
JMJD6_cnv,0.0023807837,-0.004166577,-0.0025084568,0.0058705974,-0.005391445,6.787665e-05,0.0054889554,0.0032975446
METTL23_cnv,0.002388196,-0.0041754553,-0.0024856767,0.005875143,-0.0054538962,8.1729144e-05,0.005554294,0.003267779
MFSD11_cnv,0.002388863,-0.0041762358,-0.0024836184,0.0058755465,-0.0054595694,8.296687e-05,0.005560168,0.0032651257
SRSF2_cnv,0.0023887297,-0.0041760746,-0.0024840487,0.0058754645,-0.005458395,8.2716346e-05,0.0055589606,0.003265665
LINC00868_cnv,0.002389961,-0.004177524,-0.002480261,0.005876202,-0.005468826,8.500181e-05,0.005569796,0.003260756
MGAT5B_cnv,0.0023903735,-0.0041780015,-0.0024789972,0.005876449,-0.005472326,8.5764565e-05,0.0055734115,0.0032591233
SEC14L1_cnv,0.0023840778,-0.0041703032,-0.0024983808,0.005872488,-0.005419292,7.387437e-05,0.0055175833,0.0032846741
TNRC6C_cnv,0.002357861,-0.004137978,-0.0025789468,0.005855754,-0.0051993206,2.4173409e-05,0.005285021,0.0033913823
TMC6_cnv,0.0023518484,-0.0041305507,-0.0025974084,0.0058519095,-0.005148918,1.2763776e-05,0.0052316836,0.0034158798
TMC8_cnv,0.0023503127,-0.0041285437,-0.0026020845,0.0058508394,-0.005136282,9.771436e-06,0.0052179513,0.0034222808
SYNGR2_cnv,0.0023503127,-0.0041285437,-0.0026020845,0.0058508394,-0.005136282,9.771436e-06,0.005217951,0.0034222808
TK1_cnv,0.002347963,-0.0041254656,-0.0026092408,0.005849203,-0.0051169675,5.185604e-06,0.005196944,0.003432076
